Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Engine Speed (rpm)
58076,5.63,0.16,0.00,0.83,0.00,1.0000,23.50,131,4,11,3,15,4.65,0.00,-5.70,3.14,1852
58388,5.54,0.17,0.00,0.83,0.00,1.0000,18.50,133,4,11,3,15,4.10,0.00,-5.92,3.14,1440
58607,5.53,0.30,0.00,0.83,0.00,1.0000,17.00,133,4,11,3,15,5.17,0.00,-5.26,4.71,1074
58888,4.71,0.31,0.00,0.77,0.00,1.0000,17.00,133,4,11,3,15,5.27,0.00,-5.01,4.31,999
59169,4.54,0.27,0.00,0.82,0.00,1.0000,17.00,133,4,11,3,15,4.46,0.00,-5.01,4.31,985
59466,4.57,0.16,0.00,0.82,0.00,1.0000,17.00,135,4,11,3,15,5.01,0.00,-4.93,3.14,956
59685,5.07,0.29,0.00,0.95,0.00,1.0000,17.00,135,4,11,3,15,3.80,0.00,-4.89,4.31,938
59997,4.43,0.38,0.00,0.85,0.00,1.0000,17.00,136,4,11,3,15,4.57,0.00,-4.62,3.92,714
60232,3.86,0.36,0.00,0.94,0.00,1.0000,17.00,136,4,11,3,15,4.02,0.00,-4.64,3.53,675
60466,3.76,0.40,0.00,0.95,0.00,1.0000,17.00,136,4,11,3,15,4.57,0.00,-4.64,3.92,698
60810,3.63,0.39,0.00,0.95,0.00,1.0000,20.00,136,4,11,3,15,4.74,0.00,-4.66,3.92,710
60998,3.68,0.30,0.00,0.95,0.00,1.0000,14.50,138,4,11,3,15,3.89,0.00,-4.68,3.92,784
61356,3.87,0.33,0.00,0.95,0.00,1.0000,8.50,138,4,11,3,15,4.84,0.00,-4.81,3.92,869
61560,4.19,0.31,0.00,0.95,0.00,1.0000,12.00,138,6,11,3,15,4.63,0.00,-4.91,3.92,898
61888,4.31,0.25,0.00,0.95,0.00,1.0000,13.00,140,6,11,3,15,3.27,0.00,-4.95,3.53,910
62107,4.59,0.27,0.00,0.96,0.00,1.0000,16.50,140,6,11,3,15,4.00,0.00,-5.01,3.14,902
62435,4.76,0.29,0.00,0.96,0.00,1.0000,20.00,140,6,11,3,15,4.29,0.00,-4.91,3.14,861
62638,4.80,0.25,0.00,0.96,0.00,1.0000,20.00,142,6,11,3,17,3.56,0.00,-4.83,3.14,855
62982,4.85,0.19,0.00,0.96,0.00,1.0000,18.50,142,6,11,3,17,2.68,0.00,-4.81,3.14,840
63184,4.87,0.16,0.00,0.96,0.00,1.0000,21.00,142,6,11,3,17,2.14,0.00,-4.74,3.14,789
63498,4.58,0.39,0.00,0.95,0.00,1.0000,22.50,142,6,11,4,17,4.00,0.00,-4.74,3.53,641
63716,3.39,0.56,0.00,0.69,0.00,1.0000,23.00,144,6,11,4,17,5.11,0.00,-4.74,4.71,544
64029,2.19,0.52,0.00,0.77,0.00,1.0000,21.50,144,6,11,4,17,5.59,0.00,-4.74,5.10,667
64263,2.27,0.27,0.00,1.01,0.00,1.0000,18.50,144,6,11,4,17,6.51,0.00,-4.74,14.12,869
64575,-1.48,0.22,0.00,1.06,0.00,1.0000,14.00,144,6,11,4,17,5.60,0.00,-4.85,5.88,1492
64794,8.62,1.07,0.00,0.89,0.00,1.0000,16.50,144,6,11,4,17,38.69,61.96,4.95,100.00,2120
65107,17.82,1.27,0.00,0.96,-0.75,1.0000,25.50,144,6,11,4,17,61.26,51.76,11.29,88.24,2765
65325,3.13,0.15,0.00,1.42,0.00,1.0000,24.50,144,6,11,4,17,9.07,0.00,-4.70,9.02,3613
65670,5.93,0.18,0.00,0.99,0.00,1.0000,17.00,142,6,11,4,17,9.79,0.00,-4.64,8.63,3362
65873,5.18,0.19,0.00,0.99,-0.75,1.0000,10.50,142,6,11,4,17,8.53,0.00,-4.80,7.45,2734
66200,4.20,0.36,0.00,0.75,0.00,1.0000,40.00,142,6,11,4,17,16.13,0.00,-5.09,11.37,2175
66403,1.96,0.52,0.00,0.82,0.00,1.0000,42.50,142,6,11,4,17,18.59,0.00,-4.97,14.12,2140
66654,2.18,0.50,0.00,0.95,0.00,1.0000,42.00,142,6,11,4,17,17.41,0.00,-4.97,12.55,2120
66997,2.43,0.38,0.00,0.95,0.00,1.0000,42.00,142,6,11,4,17,12.85,0.00,-4.97,11.37,2104
67278,2.99,0.47,0.00,0.95,0.00,1.0000,41.50,142,6,11,4,17,12.60,0.00,-4.91,9.41,1955
67513,3.77,0.21,0.00,1.17,0.00,1.0000,43.00,142,6,11,4,17,5.75,0.00,-5.10,5.49,1762
67810,5.46,0.12,0.00,0.95,0.00,1.0000,28.00,142,6,11,4,17,4.02,0.00,-5.10,5.10,1800
68028,5.59,0.22,0.00,0.97,0.00,1.0000,24.50,142,6,11,4,17,6.14,0.00,-5.16,5.10,1697
68341,5.47,0.18,0.00,0.97,0.00,1.0000,18.50,144,6,11,4,17,4.54,0.00,-5.30,4.71,1573
68560,5.77,0.17,0.00,0.97,0.00,1.0000,22.50,144,6,11,4,17,4.15,0.00,-5.10,4.31,1439
68872,5.03,0.18,0.00,0.96,0.00,1.0000,21.50,144,6,11,4,17,3.89,0.00,-5.80,3.92,1296
69107,5.24,0.15,0.00,0.96,0.00,1.0000,21.00,144,6,11,4,17,2.94,0.00,-5.63,3.14,1172
69403,5.59,0.19,0.00,0.96,0.00,1.0000,21.00,144,6,11,4,17,3.11,0.00,-5.26,3.92,1001
69638,5.34,0.22,0.00,0.86,0.00,1.0000,21.00,145,6,11,4,17,2.98,0.00,-4.80,3.92,810
69857,4.58,0.27,0.00,0.95,0.00,1.0000,21.00,145,6,11,4,17,3.47,0.00,-4.74,3.92,756
70169,4.23,0.29,0.00,0.95,0.00,1.0000,21.00,145,6,11,4,17,3.64,0.00,-4.74,3.53,763
70497,4.23,0.29,0.00,0.95,0.00,1.0000,16.00,145,6,11,4,17,3.95,0.00,-4.76,3.53,831
70715,4.36,0.21,0.00,0.95,0.00,1.0000,13.50,145,6,11,4,17,3.26,0.00,-4.83,3.53,860
71044,4.48,0.23,0.00,0.95,0.00,1.0000,13.50,145,6,11,4,17,3.41,0.00,-4.89,3.53,872
71247,4.59,0.19,0.00,0.95,0.00,1.0000,14.00,147,6,11,4,17,2.79,0.00,-4.89,3.53,885
71560,4.73,0.26,0.00,0.95,0.00,1.0000,17.00,147,6,11,4,17,3.77,0.00,-4.91,3.14,876
71794,4.85,0.20,0.00,0.95,0.00,1.0000,18.50,147,6,11,4,17,2.85,0.00,-4.87,3.53,854
72090,4.87,0.19,0.00,0.95,0.00,1.0000,19.50,147,6,11,4,17,2.78,0.00,-4.81,3.53,834
72326,4.83,0.00,0.00,0.95,0.00,1.0000,20.00,147,6,11,4,17,2.57,0.00,-4.80,3.14,812
72560,4.73,0.23,0.00,0.95,0.00,1.0000,19.00,147,6,11,4,17,2.79,0.00,-4.74,3.14,738
72903,4.43,0.04,0.00,0.95,0.00,1.0000,22.00,147,6,11,4,17,3.05,0.00,-4.74,3.92,670
73106,3.87,0.38,0.00,0.86,0.00,1.0000,22.50,147,6,11,4,17,3.74,0.00,-4.74,4.31,587
73450,2.88,0.41,0.00,0.80,0.00,1.0000,22.00,147,6,11,4,17,4.49,0.00,-4.74,5.10,630
73669,2.39,0.35,0.00,0.94,0.00,1.0000,12.00,147,6,11,4,17,4.78,0.00,-4.74,5.10,831
73981,3.08,0.25,0.00,1.09,0.00,1.0000,8.50,147,6,11,4,17,4.20,0.00,-5.14,4.31,970
74200,3.83,0.26,0.00,0.96,0.00,1.0000,8.50,147,6,11,4,17,4.65,0.00,-5.36,4.71,1064
74512,4.17,0.17,0.00,0.96,0.00,1.0000,12.50,149,6,11,4,17,2.96,0.00,-5.34,3.92,1070
74747,4.77,0.21,0.00,0.97,0.00,1.0000,16.50,149,6,11,4,17,3.64,0.00,-5.32,3.53,1068
75075,5.09,0.20,0.00,0.98,0.00,1.0000,19.50,149,6,11,4,17,3.40,0.00,-5.26,3.14,1022
75278,5.26,0.19,0.00,1.00,0.00,1.0000,21.00,149,6,11,4,17,2.98,0.00,-5.10,3.14,954
75606,5.31,0.23,0.00,1.00,0.00,1.0000,21.00,149,6,11,4,17,3.05,0.00,-4.89,3.14,835
75809,4.91,0.29,0.00,0.91,0.00,1.0000,23.00,149,6,11,4,17,3.07,0.00,-4.74,3.92,642
76153,3.59,0.51,0.00,0.70,0.00,1.0000,21.00,149,6,11,4,17,4.66,0.00,-4.74,5.88,548
76356,0.53,0.68,0.00,0.67,0.00,1.0000,23.00,149,6,11,4,17,6.46,0.00,-4.74,7.06,638
76684,0.28,0.27,0.00,1.02,0.00,1.0000,8.50,149,6,11,4,17,4.07,0.00,-4.74,6.67,843
76904,1.33,0.29,0.00,1.10,0.00,1.0000,8.50,149,6,11,4,17,7.38,0.00,-5.34,6.27,1089
77215,2.56,0.27,0.00,0.99,0.00,1.0000,13.00,149,6,11,4,17,4.71,0.00,-5.36,6.27,1069
77434,2.81,0.27,0.00,1.00,0.00,1.0000,12.50,149,6,11,4,17,4.84,0.00,-5.28,5.10,1073
77763,3.55,0.20,0.00,1.00,0.00,1.0000,13.00,149,6,11,4,17,3.74,0.00,-5.43,5.10,1116
77965,3.72,0.26,0.00,1.00,0.00,1.0000,18.50,149,6,11,4,17,4.67,0.00,-5.38,5.88,1057
78247,3.51,0.22,0.00,1.00,0.00,1.0000,18.00,149,6,11,4,17,3.86,0.00,-5.34,5.10,1062
78543,3.91,0.26,0.00,1.00,0.00,1.0000,21.00,149,6,11,4,17,4.15,0.00,-5.16,4.71,964
78824,3.93,0.27,0.00,1.00,0.00,1.0000,21.00,149,6,11,5,17,3.92,0.00,-4.93,4.71,882
79044,4.89,0.22,0.00,1.00,0.00,1.0000,16.00,149,6,11,5,17,3.59,0.00,-4.10,3.92,958
79356,5.41,0.18,0.00,1.00,0.00,1.0000,16.00,149,6,11,5,17,2.89,0.00,-4.22,3.92,979
79591,5.74,0.25,0.00,1.01,0.00,1.0000,17.00,149,6,11,5,17,4.02,0.00,-4.14,3.92,966
79903,5.82,0.26,0.00,1.00,0.00,1.0000,19.00,149,6,11,5,17,4.00,0.00,-4.06,3.53,935
80121,5.87,0.24,0.00,1.00,0.00,1.0000,17.50,149,6,11,5,17,3.59,0.00,-4.00,3.53,909
80434,5.80,0.26,0.00,1.00,0.00,1.0000,17.00,149,6,11,5,17,3.74,0.00,-3.96,3.92,894
80669,5.63,0.37,0.00,0.92,0.00,1.0000,19.00,151,6,11,5,17,4.75,0.00,-3.77,4.31,784
80966,4.90,0.38,0.00,0.90,0.00,1.0000,19.50,151,6,11,5,17,4.43,0.00,-3.73,4.71,706
81200,4.34,0.29,0.00,0.99,0.00,1.0000,17.50,151,6,11,5,17,3.48,0.00,-3.73,4.71,740
81512,4.22,0.35,0.00,0.99,0.00,1.0000,13.00,151,6,11,5,17,4.72,0.00,-3.73,4.71,780
81731,4.39,0.30,0.00,0.99,0.00,1.0000,11.50,151,6,11,5,17,4.10,0.00,-3.77,4.71,827
82043,4.78,0.25,0.00,0.99,0.00,1.0000,4.00,151,6,11,5,17,3.57,0.00,-3.91,3.92,856
82278,5.25,0.26,0.00,1.00,0.00,1.0000,15.50,151,6,11,5,17,3.57,0.00,-3.79,3.92,824
82606,5.16,0.30,0.00,1.00,0.00,1.0000,13.50,151,6,11,5,17,4.34,0.00,-3.89,3.92,856
82809,5.22,0.26,0.00,1.00,0.00,1.0000,13.50,151,6,11,5,17,3.80,0.00,-3.91,3.92,874
83121,5.37,0.27,0.00,1.00,0.00,1.0000,14.50,151,6,11,5,17,4.05,0.00,-3.96,3.92,884
83355,5.41,0.25,0.00,1.00,0.00,1.0000,15.00,151,6,11,5,17,3.74,0.00,-3.96,3.92,888
83575,5.48,0.26,0.00,1.00,0.00,1.0000,15.00,151,6,11,5,17,3.97,0.00,-4.00,3.92,897
83934,4.60,0.25,0.00,1.00,0.00,1.0000,16.00,151,6,11,5,17,3.74,0.00,-4.97,3.53,892
84121,4.72,0.25,0.00,1.00,0.00,1.0000,17.50,151,6,11,5,17,3.72,0.00,-4.93,3.53,872
84465,4.89,0.23,0.00,1.00,0.00,1.0000,19.00,151,6,11,5,17,3.17,0.00,-4.85,3.14,824
84684,4.86,0.27,0.00,1.00,0.00,1.0000,18.50,151,6,11,5,17,3.59,0.00,-4.78,3.53,813
85012,4.75,0.29,0.00,1.00,0.00,1.0000,19.00,151,6,11,5,17,3.72,0.00,-4.74,3.53,775
85231,4.61,0.22,0.00,0.99,0.00,1.0000,18.50,151,6,11,5,17,2.82,0.00,-4.74,3.14,760
85481,4.55,0.26,0.00,0.99,0.00,1.0000,18.00,151,6,11,5,17,3.34,0.00,-4.74,3.14,723
85810,4.39,0.26,0.00,0.99,0.00,1.0000,19.50,151,6,11,5,17,3.07,0.00,-4.74,3.53,696
86074,4.12,0.31,0.00,0.99,0.00,1.0000,20.00,151,6,11,5,17,3.45,0.00,-4.74,3.92,666
86341,3.83,0.36,0.00,0.99,0.00,1.0000,18.00,151,6,11,5,17,4.07,0.00,-4.74,3.92,668
86622,3.55,0.34,0.00,0.99,0.00,1.0000,14.50,151,6,11,5,17,4.23,0.00,-4.74,3.92,723
86840,3.73,0.31,0.00,0.99,0.00,1.0000,9.00,151,6,11,5,17,4.03,0.00,-4.76,3.92,895
87168,4.11,0.26,0.00,0.99,0.00,1.0000,7.50,151,6,11,5,17,3.72,0.00,-4.89,3.92,880
87387,4.33,0.25,0.00,1.00,0.00,1.0000,10.00,151,6,11,5,17,3.61,0.00,-4.89,3.92,876
87699,4.43,0.28,0.00,1.00,0.00,1.0000,13.00,151,6,11,5,17,3.95,0.00,-4.87,3.92,868
87918,4.46,0.26,0.00,1.00,0.00,1.0000,13.00,151,6,11,5,17,3.87,0.00,-4.89,3.92,880
88231,4.55,0.27,0.00,1.00,0.00,1.0000,13.50,151,6,11,5,17,3.70,0.00,-4.89,3.92,877
88449,4.64,0.21,0.00,1.00,0.00,1.0000,15.00,153,6,11,5,17,2.97,0.00,-4.85,3.53,851
88762,4.69,0.23,0.00,1.00,0.00,1.0000,17.50,153,6,11,5,17,3.13,0.00,-4.80,3.53,816
88996,4.62,0.18,0.00,0.99,0.00,1.0000,15.50,153,6,11,5,17,2.51,0.00,-4.74,3.53,748
89309,4.29,0.36,0.00,0.99,0.00,1.0000,19.50,153,6,11,5,17,3.77,0.00,-4.74,4.31,636
89496,3.45,0.47,0.00,0.84,0.00,1.0000,20.00,153,6,11,5,17,4.81,0.00,-4.74,5.10,591
89762,2.19,0.39,0.00,0.98,0.00,1.0000,11.50,153,6,11,5,17,5.09,0.00,-4.74,5.49,740
90122,2.61,0.30,0.00,1.09,0.00,1.0000,5.50,153,6,11,5,17,4.81,0.00,-4.95,4.71,929
90324,3.51,0.26,0.00,0.99,0.00,1.0000,5.50,153,6,11,5,17,4.23,0.00,-5.10,4.71,974
90668,3.90,0.33,0.00,1.00,0.00,1.0000,11.50,153,6,11,5,17,7.49,0.00,-5.07,4.71,962
90855,3.99,0.27,0.00,1.00,0.00,1.0000,11.50,153,6,11,5,17,4.37,0.00,-5.10,4.71,974
91199,4.24,0.25,0.00,1.00,0.00,1.0000,13.00,153,6,11,5,17,4.00,0.00,-5.16,4.31,985
91433,4.42,0.23,0.00,1.00,0.00,1.0000,15.00,153,6,11,5,17,3.69,0.00,-5.14,3.92,971
91731,4.56,0.28,0.00,1.00,0.00,1.0000,15.50,153,6,11,5,17,4.42,0.00,-5.10,3.92,956
91965,4.72,0.25,0.00,1.00,0.00,1.0000,18.00,153,6,11,5,17,4.00,0.00,-4.99,3.92,904
92261,4.71,0.29,0.00,1.00,0.00,1.0000,18.50,153,6,11,5,17,4.07,0.00,-4.83,3.92,852
92496,4.67,0.32,0.00,1.00,0.00,1.0000,18.50,153,6,11,5,17,4.17,0.00,-4.78,1.96,791
92824,4.75,0.22,0.00,1.00,0.00,1.0000,20.50,153,6,11,5,17,2.02,0.00,-4.74,1.96,547
93027,4.45,0.43,0.00,0.90,0.00,1.0000,20.50,153,6,11,5,17,2.67,0.00,-4.74,1.96,374
93355,3.68,0.51,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.29,0.00,-4.74,1.96,270
93574,3.68,0.51,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.29,0.00,-4.74,1.96,270
93886,-3.35,0.00,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.20,0.00,-4.74,0.00,0
94105,-3.79,0.00,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.20,0.00,-4.74,2.35,0
94418,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.20,0.00,-4.74,7.84,0
94636,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.20,0.00,-4.74,14.90,0
94887,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.20,0.00,-4.74,32.94,0
95230,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.20,0.00,-4.74,50.20,0
95433,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.20,0.00,-4.74,50.20,0
95714,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.20,0.00,-4.74,50.20,0
96012,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.20,0.00,-4.74,11.76,0
96308,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.20,0.00,-4.74,8.63,0
96527,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,153,6,11,5,17,2.20,0.00,-4.74,8.63,0
96839,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
97074,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
97387,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
97606,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
97918,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
98136,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
98464,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
98686,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
99011,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
99215,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
99543,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
99761,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
100089,-4.42,0.00,0.00,0.63,0.00,1.0000,20.50,154,6,11,5,17,2.20,0.00,-4.74,8.63,0
