Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
2100,7.63,0.13,1981,0.00,1.03,0.00,1.0000,30.50,75,0,0,0,13,4.23,0.00,-4.10,2.75
2100,7.54,0.13,1914,0.00,1.02,0.00,1.0000,28.00,75,0,0,0,13,4.23,0.00,-4.06,2.75
2112,7.46,0.13,1822,0.00,1.02,0.00,1.0000,26.50,75,0,0,0,13,4.05,0.00,-4.12,2.75
2277,7.29,0.15,1753,0.00,1.02,0.00,1.0000,24.50,75,0,0,0,13,4.39,0.00,-4.20,2.75
2323,7.14,0.16,1673,0.00,1.02,0.00,1.0000,22.50,75,0,0,0,13,4.39,0.00,-4.33,2.75
2385,7.14,0.16,1595,0.00,1.02,0.00,1.0000,21.00,75,0,0,0,13,4.28,0.00,-4.41,2.75
2549,7.19,0.17,1510,0.00,1.01,0.00,1.0000,19.50,75,0,0,0,13,4.18,0.00,-4.49,2.75
2596,7.27,0.18,1450,0.00,1.01,0.00,1.0000,19.00,75,0,0,0,13,4.33,0.00,-4.39,2.75
2605,7.37,0.19,1366,0.00,1.01,0.00,1.0000,19.00,75,0,0,0,13,4.39,0.00,-4.25,2.75
2772,7.42,0.21,1306,0.00,1.01,0.00,1.0000,19.00,75,0,0,0,13,4.45,0.00,-4.14,2.75
2817,7.52,0.21,1256,0.00,1.01,0.00,1.0000,19.00,75,0,0,0,13,4.51,0.00,-4.06,3.14
2819,7.54,0.23,1193,0.00,1.01,0.00,1.0000,19.00,75,0,0,0,13,4.60,0.00,-3.89,3.14
2948,7.60,0.26,1100,0.00,1.00,0.00,1.0000,19.00,75,0,0,0,13,4.65,0.00,-3.67,3.14
2957,7.59,0.24,1136,0.00,1.01,0.00,1.0000,19.00,75,0,0,0,13,4.48,0.00,-3.83,3.14
3018,7.58,0.27,1051,0.00,1.00,0.00,1.0000,19.00,75,0,0,0,13,4.71,0.00,-3.58,3.14
3183,7.61,0.28,1008,0.00,1.00,0.00,1.0000,19.00,75,0,0,0,13,4.60,0.00,-3.52,3.14
3229,7.54,0.28,981,0.00,1.00,0.00,1.0000,19.00,75,0,0,0,13,4.65,0.00,-3.35,3.14
3242,7.35,0.29,971,0.00,1.00,0.00,1.0000,19.00,75,0,0,0,13,4.60,0.00,-3.27,3.53
3407,7.26,0.29,954,0.00,1.00,0.00,1.0000,19.00,75,0,0,0,13,4.57,0.00,-3.21,3.14
3442,7.17,0.28,952,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,4.42,0.00,-3.19,3.14
3463,7.10,0.28,950,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,4.31,0.00,-3.19,3.14
3594,7.11,0.26,948,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,4.20,0.00,-3.19,2.75
3663,7.13,0.25,960,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,4.07,0.00,-3.17,2.75
3675,7.17,0.25,956,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.84,0.00,-3.19,2.75
3863,7.28,0.24,954,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.72,0.00,-3.19,2.75
3887,7.29,0.23,950,0.00,0.99,0.00,1.0000,18.50,75,0,0,0,13,3.66,0.00,-3.17,2.75
3887,7.36,0.23,942,0.00,0.99,0.00,1.0000,18.50,75,0,0,0,13,3.74,0.00,-3.19,2.75
4075,7.39,0.24,934,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.79,0.00,-3.17,2.75
4110,7.46,0.24,923,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.66,0.00,-3.13,2.75
4120,7.49,0.23,912,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.52,0.00,-3.11,2.35
4300,7.55,0.23,894,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.45,0.00,-3.09,2.35
4324,7.59,0.24,882,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.64,0.00,-3.04,2.35
4336,7.61,0.25,862,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.66,0.00,-2.96,2.35
4502,7.58,0.26,855,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.66,0.00,-2.92,2.35
4526,7.57,0.26,840,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.64,0.00,-2.94,2.35
4538,7.54,0.26,832,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.55,0.00,-2.88,2.35
4712,7.54,0.26,813,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.69,0.00,-2.86,2.35
4739,7.55,0.28,799,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.69,0.00,-2.82,2.35
4739,7.44,0.28,794,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.74,0.00,-2.78,2.35
4916,7.41,0.28,782,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.67,0.00,-2.78,2.35
4940,7.36,0.28,770,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.59,0.00,-2.78,2.35
4952,7.31,0.28,764,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.62,0.00,-2.78,2.35
5118,7.28,0.28,757,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.50,0.00,-2.78,2.35
5154,7.26,0.28,747,0.00,0.99,0.00,1.0000,16.50,75,0,0,0,13,3.48,0.00,-2.78,2.35
5166,7.25,0.28,733,0.00,0.99,0.00,1.0000,17.50,75,0,0,0,13,3.47,0.00,-2.78,2.35
5343,7.16,0.29,724,0.00,0.99,0.00,1.0000,18.00,75,0,0,0,13,3.50,0.00,-2.78,2.35
5379,7.14,0.29,708,0.00,0.99,0.00,1.0000,18.00,75,0,0,0,13,3.45,0.00,-2.78,2.35
5379,7.10,0.30,712,0.00,0.99,0.00,1.0000,18.50,75,0,0,0,13,3.54,0.00,-2.78,2.35
5556,7.07,0.30,716,0.00,0.99,0.00,1.0000,18.50,75,0,0,0,13,3.47,0.00,-2.78,2.35
5580,7.04,0.29,712,0.00,0.99,0.00,1.0000,18.50,75,0,0,0,13,3.45,0.00,-2.78,2.35
5733,7.02,0.29,712,0.00,0.99,0.00,1.0000,18.50,75,0,0,0,13,3.38,0.00,-2.78,2.35
5778,6.98,0.28,699,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.40,0.00,-2.78,2.75
5781,6.96,0.30,705,0.00,0.99,0.00,1.0000,19.00,75,0,0,0,13,3.52,0.00,-2.78,2.75
5947,6.90,0.31,712,0.00,0.99,0.00,1.0000,18.50,75,0,0,0,13,3.69,0.00,-2.78,2.75
5982,6.85,0.31,722,0.00,0.99,0.00,1.0000,18.00,75,0,0,0,13,3.74,0.00,-2.78,2.75
6006,6.85,0.30,730,0.00,0.99,0.00,1.0000,17.00,75,0,0,0,13,3.64,0.00,-2.78,2.75
6171,6.85,0.30,734,0.00,0.99,0.00,1.0000,16.50,75,0,0,0,13,3.62,0.00,-2.78,2.75
6218,6.84,0.30,745,0.00,0.99,0.00,1.0000,15.50,75,0,0,0,13,3.69,0.00,-2.78,2.75
6218,6.81,0.29,746,0.00,0.99,0.00,1.0000,16.00,75,0,0,0,13,3.66,0.00,-2.78,2.75
6407,6.85,0.29,755,0.00,0.99,0.00,1.0000,15.00,75,0,0,0,13,3.64,0.00,-2.78,2.75
6442,6.85,0.29,747,0.00,0.99,0.00,1.0000,15.50,75,0,0,0,13,3.64,0.00,-2.78,2.75
6442,6.85,0.29,750,0.00,0.99,0.00,1.0000,15.00,75,0,0,0,13,3.67,0.00,-2.78,2.75
6604,6.87,0.30,745,0.00,0.99,0.00,1.0000,15.50,75,0,0,0,13,3.74,0.00,-2.78,2.75
6639,6.88,0.30,745,0.00,0.99,0.00,1.0000,15.50,75,0,0,0,13,3.72,0.00,-2.78,2.75
6639,6.86,0.30,752,0.00,0.99,0.00,1.0000,14.50,75,0,0,0,13,3.77,0.00,-2.78,2.75
6804,6.90,0.30,758,0.00,0.99,0.00,1.0000,14.50,75,0,0,0,13,3.74,0.00,-2.78,2.75
6836,6.90,0.30,759,0.00,0.99,0.00,1.0000,14.50,75,0,0,0,13,3.74,0.00,-2.78,2.75
6993,6.91,0.29,754,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.64,0.00,-2.78,2.75
7025,6.91,0.29,760,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.66,0.00,-2.78,2.75
7028,6.93,0.29,760,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.64,0.00,-2.78,2.75
7180,6.93,0.29,764,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.69,0.00,-2.78,2.75
7216,6.92,0.29,763,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.69,0.00,-2.78,2.75
7216,6.94,0.29,757,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.74,0.00,-2.78,2.75
7394,6.94,0.29,758,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.59,0.00,-2.78,2.75
7419,6.94,0.30,757,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.84,0.00,-2.78,2.75
7428,6.94,0.30,756,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.79,0.00,-2.78,2.75
7606,6.94,0.30,758,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.79,0.00,-2.78,2.75
7641,6.94,0.30,752,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.74,0.00,-2.78,2.75
7641,6.94,0.29,756,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.69,0.00,-2.78,2.75
7829,6.94,0.29,757,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.66,0.00,-2.78,2.75
7865,6.94,0.29,759,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.69,0.00,-2.78,2.75
7877,6.93,0.29,761,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.62,0.00,-2.78,2.75
8039,6.94,0.29,760,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.72,0.00,-2.78,2.75
8077,6.93,0.29,757,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.72,0.00,-2.78,2.75
8086,6.93,0.29,758,0.00,0.99,0.00,1.0000,15.50,77,0,0,0,13,3.69,0.00,-2.78,2.75
8254,6.94,0.30,754,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.77,0.00,-2.78,2.75
8290,6.93,0.30,752,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.67,0.00,-2.78,2.75
8444,6.93,0.29,756,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.69,0.00,-2.78,2.75
8480,6.94,0.29,762,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.66,0.00,-2.78,2.75
8480,6.94,0.29,767,0.00,0.99,0.00,1.0000,14.00,77,0,0,0,13,3.66,0.00,-2.78,2.75
8657,6.96,0.29,762,0.00,0.99,0.00,1.0000,14.00,77,0,0,0,13,3.66,0.00,-2.78,2.75
8680,6.97,0.29,761,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.64,0.00,-2.78,2.75
8689,6.98,0.28,771,0.00,0.99,0.00,1.0000,14.00,77,0,0,0,13,3.50,0.00,-2.78,2.75
8845,6.99,0.27,770,0.00,0.99,0.00,1.0000,14.00,77,0,0,0,13,3.45,0.00,-2.78,2.75
8878,6.99,0.27,772,0.00,0.99,0.00,1.0000,13.50,77,0,0,0,13,3.67,0.00,-2.78,2.75
8881,6.99,0.29,762,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.69,0.00,-2.78,2.75
9058,6.98,0.30,758,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.79,0.00,-2.78,2.75
9094,6.97,0.30,755,0.00,0.99,0.00,1.0000,15.50,77,0,0,0,13,3.72,0.00,-2.78,2.75
9105,6.97,0.29,754,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.65,0.00,-2.78,2.75
9187,6.97,0.29,752,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.74,0.00,-2.78,2.75
9317,6.97,0.30,757,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.79,0.00,-2.78,2.75
9329,6.96,0.30,758,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.79,0.00,-2.78,2.75
9494,6.97,0.30,756,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.77,0.00,-2.78,2.75
9529,6.96,0.29,756,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.67,0.00,-2.78,2.75
9704,6.97,0.29,764,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.72,0.00,-2.78,2.75
9742,6.97,0.29,769,0.00,0.99,0.00,1.0000,14.00,77,0,0,0,13,3.62,0.00,-2.78,2.75
9742,6.98,0.29,766,0.00,0.99,0.00,1.0000,14.00,77,0,0,0,13,3.69,0.00,-2.78,2.75
9907,6.99,0.29,771,0.00,0.99,0.00,1.0000,14.00,77,0,0,0,13,3.64,0.00,-2.78,2.75
9952,6.99,0.28,772,0.00,0.99,0.00,1.0000,13.50,77,0,0,0,13,3.66,0.00,-2.78,2.75
9955,7.02,0.27,771,0.00,0.99,0.00,1.0000,14.00,77,0,0,0,13,3.52,0.00,-2.78,2.75
10120,7.02,0.27,764,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.47,0.00,-2.78,2.75
10156,7.02,0.29,772,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.67,0.00,-2.78,2.75
10167,7.02,0.29,766,0.00,0.99,0.00,1.0000,14.00,77,0,0,0,13,3.66,0.00,-2.78,2.75
10325,7.02,0.29,758,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.60,0.00,-2.78,2.75
10369,7.02,0.29,744,0.00,0.99,0.00,1.0000,16.00,77,0,0,0,13,3.50,0.00,-2.78,2.75
10378,7.01,0.28,746,0.00,0.99,0.00,1.0000,16.00,77,0,0,0,13,3.50,0.00,-2.78,2.75
10566,6.99,0.28,750,0.00,0.99,0.00,1.0000,15.50,77,0,0,0,13,3.52,0.00,-2.78,2.75
10589,6.99,0.28,757,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.50,0.00,-2.78,2.75
10602,7.01,0.27,762,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.38,0.00,-2.78,2.75
10775,7.03,0.28,762,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.47,0.00,-2.78,2.75
10801,7.04,0.28,762,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.50,0.00,-2.78,2.35
10871,7.05,0.28,762,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.52,0.00,-2.78,2.35
10998,7.07,0.28,765,0.00,0.99,0.00,1.0000,14.00,77,0,0,0,13,3.57,0.00,-2.78,2.75
11036,7.07,0.29,756,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.62,0.00,-2.78,2.35
11036,7.07,0.29,747,0.00,0.99,0.00,1.0000,15.50,77,0,0,0,13,3.66,0.00,-2.78,2.75
11209,7.05,0.30,737,0.00,0.99,0.00,1.0000,16.50,77,0,0,0,13,3.69,0.00,-2.78,2.75
11212,7.04,0.29,741,0.00,0.99,0.00,1.0000,16.00,77,0,0,0,13,3.57,0.00,-2.78,2.75
11224,7.05,0.30,739,0.00,0.99,0.00,1.0000,16.50,77,0,0,0,13,3.69,0.00,-2.78,2.75
11436,7.04,0.29,744,0.00,0.99,0.00,1.0000,16.00,77,0,0,0,13,3.59,0.00,-2.78,2.75
11460,7.02,0.28,750,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.52,0.00,-2.78,2.75
11460,7.03,0.29,757,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.59,0.00,-2.78,2.75
11648,7.04,0.28,758,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.59,0.00,-2.78,2.75
11671,7.04,0.29,756,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.64,0.00,-2.78,2.75
11671,7.04,0.29,761,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.64,0.00,-2.78,2.75
11821,7.05,0.29,759,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.67,0.00,-2.78,2.75
11823,7.05,0.28,759,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.57,0.00,-2.78,2.75
11893,7.04,0.29,750,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.59,0.00,-2.78,2.75
12078,7.05,0.28,753,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.59,0.00,-2.78,2.75
12116,7.05,0.29,748,0.00,0.99,0.00,1.0000,15.50,77,0,0,0,13,3.62,0.00,-2.78,2.75
12125,7.04,0.29,748,0.00,0.99,0.00,1.0000,15.50,77,0,0,0,13,3.66,0.00,-2.78,2.75
12280,7.05,0.29,751,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.62,0.00,-2.78,2.75
12329,7.05,0.29,746,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.64,0.00,-2.78,2.75
12352,7.04,0.29,754,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.64,0.00,-2.78,2.75
12524,7.04,0.29,755,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.64,0.00,-2.78,2.75
12557,7.04,0.29,759,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.62,0.00,-2.78,2.75
12560,7.04,0.28,756,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.57,0.00,-2.78,2.75
12722,7.05,0.28,763,0.00,0.99,0.00,1.0000,14.50,77,0,0,0,13,3.60,0.00,-2.78,2.75
12761,7.07,0.29,751,0.00,0.99,0.00,1.0000,15.00,77,0,0,0,13,3.59,0.00,-2.78,2.75
12761,7.07,0.28,747,0.00,0.99,0.00,1.0000,15.50,77,0,0,0,13,3.50,0.00,-2.78,2.75
12927,7.04,0.28,742,0.00,0.99,0.00,1.0000,16.00,77,0,0,0,13,3.45,0.00,-2.78,2.35
12975,7.04,0.28,748,0.00,0.99,0.00,1.0000,15.50,77,0,0,0,13,3.52,0.00,-2.78,2.35
12998,7.04,0.29,744,0.00,0.99,0.00,1.0000,16.00,77,0,0,0,13,3.57,0.00,-2.78,2.35
13152,7.07,0.27,744,0.00,0.99,0.00,1.0000,15.50,77,0,0,0,13,3.35,0.00,-2.78,2.35
13188,7.07,0.28,746,0.00,0.99,0.00,1.0000,15.50,77,0,0,0,13,3.38,0.00,-2.78,2.35
13200,7.07,0.27,740,0.00,0.99,0.00,1.0000,16.50,77,0,0,0,13,3.45,0.00,-2.78,2.35
13379,7.05,0.28,741,0.00,0.99,0.00,1.0000,16.00,77,0,0,0,13,3.43,0.00,-2.78,2.35
13403,7.05,0.28,744,0.00,0.99,0.00,1.0000,16.00,77,0,0,0,13,3.43,0.00,-2.78,2.35
13412,7.04,0.28,745,0.00,0.99,0.00,1.0000,16.00,77,0,0,0,13,3.48,0.00,-2.78,2.35
13601,7.04,0.29,736,0.00,0.99,0.00,1.0000,16.50,77,0,0,0,13,3.52,0.00,-2.78,2.35
13615,7.05,0.29,736,0.00,0.99,0.00,1.0000,16.50,77,0,0,0,13,3.55,0.00,-2.78,2.35
13789,7.04,0.29,726,0.00,0.99,0.00,1.0000,17.50,77,0,0,0,13,3.52,0.00,-2.78,2.35
13816,7.03,0.29,727,0.00,0.99,0.00,1.0000,17.50,77,0,0,0,13,3.47,0.00,-2.78,2.35
13816,7.02,0.28,725,0.00,0.99,0.00,1.0000,17.00,77,0,0,0,13,3.43,0.00,-2.78,2.35
14004,7.01,0.29,732,0.00,0.99,0.00,1.0000,17.00,77,0,0,0,13,3.48,0.00,-2.78,2.35
14040,6.99,0.29,742,0.00,0.99,0.00,1.0000,16.00,77,0,0,0,13,3.55,0.00,-2.78,2.35
14040,7.01,0.28,741,0.00,0.99,0.00,1.0000,16.00,79,0,0,0,13,3.52,0.00,-2.78,2.35
14217,6.99,0.28,739,0.00,0.99,0.00,1.0000,16.00,79,0,0,0,13,3.48,0.00,-2.78,2.75
14240,7.02,0.28,737,0.00,0.99,0.00,1.0000,17.00,79,0,0,0,13,3.47,0.00,-2.78,2.35
14240,7.01,0.29,735,0.00,0.99,0.00,1.0000,16.50,79,0,0,0,13,3.55,0.00,-2.78,2.75
14407,6.99,0.29,732,0.00,0.99,0.00,1.0000,17.00,79,0,0,0,13,3.50,0.00,-2.78,2.35
14430,7.02,0.29,736,0.00,0.99,0.00,1.0000,16.50,79,0,0,0,13,3.52,0.00,-2.78,2.75
14442,7.01,0.29,735,0.00,0.99,0.00,1.0000,16.50,79,0,0,0,13,3.50,0.00,-2.78,2.75
14606,6.99,0.29,738,0.00,0.99,0.00,1.0000,16.00,79,0,0,0,13,3.52,0.00,-2.78,2.35
14651,7.02,0.28,747,0.00,0.99,0.00,1.0000,15.50,79,0,0,0,13,3.43,0.00,-2.78,2.35
14654,7.03,0.28,746,0.00,0.99,0.00,1.0000,15.50,79,0,0,0,13,3.45,0.00,-2.78,2.35
14842,7.03,0.28,748,0.00,0.99,0.00,1.0000,15.50,79,0,0,0,13,3.52,0.00,-2.78,2.35
14866,7.04,0.28,744,0.00,0.99,0.00,1.0000,15.50,79,0,0,0,13,3.48,0.00,-2.78,2.35
15019,7.04,0.28,745,0.00,0.99,0.00,1.0000,16.00,79,0,0,0,13,3.45,0.00,-2.78,2.35
15090,7.04,0.29,743,0.00,0.99,0.00,1.0000,16.00,79,0,0,0,13,3.55,0.00,-2.78,2.35
15090,7.04,0.29,740,0.00,0.99,0.00,1.0000,16.00,79,0,0,0,13,3.55,0.00,-2.78,2.35
15231,7.05,0.29,733,0.00,0.99,0.00,1.0000,17.00,79,0,0,0,13,3.52,0.00,-2.78,2.35
15243,7.04,0.29,735,0.00,0.99,0.00,1.0000,16.50,79,0,0,0,13,3.52,0.00,-2.78,2.35
15252,7.04,0.28,736,0.00,0.99,0.00,1.0000,16.00,79,0,0,0,13,3.41,0.00,-2.78,2.35
15361,7.04,0.27,741,0.00,0.99,0.00,1.0000,16.00,79,0,0,0,13,3.35,0.00,-2.78,2.35
15478,7.04,0.27,738,0.00,0.99,0.00,1.0000,16.50,79,0,0,0,13,3.40,0.00,-2.78,2.35
15490,7.04,0.28,739,0.00,0.99,0.00,1.0000,16.50,79,0,0,0,13,3.45,0.00,-2.78,2.35
15713,7.05,0.27,744,0.00,0.99,0.00,1.0000,16.00,79,0,0,0,13,3.31,0.00,-2.78,2.35
15725,7.05,0.28,742,0.00,0.99,0.00,1.0000,16.50,79,0,0,0,13,3.41,0.00,-2.78,2.35
15737,7.05,0.28,734,0.00,0.99,0.00,1.0000,17.00,79,0,0,0,13,3.43,0.00,-2.78,2.35
15902,7.05,0.29,732,0.00,0.99,0.00,1.0000,17.00,79,0,0,0,13,3.40,0.00,-2.78,2.35
15937,7.04,0.28,735,0.00,0.99,0.00,1.0000,16.50,79,0,0,0,13,3.45,0.00,-2.78,2.35
