Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
442865,7.01,0.29,763,0.00,1.00,0.00,1.0000,14.50,70,0,1,1,38,3.62,0.00,-2.78,2.75
442892,6.99,0.29,766,0.00,0.99,0.00,1.0000,14.50,70,0,1,1,38,3.64,0.00,-2.78,2.75
443061,6.99,0.29,761,0.00,0.99,0.00,1.0000,14.50,70,0,1,1,38,3.62,0.00,-2.78,2.35
443110,6.98,0.29,752,0.00,0.99,0.00,1.0000,15.50,70,0,1,1,38,3.65,0.00,-2.78,2.75
443172,6.94,0.29,752,0.00,0.99,0.00,1.0000,16.00,70,0,1,1,38,3.66,0.00,-2.78,2.75
443308,6.94,0.29,754,0.00,0.99,0.00,1.0000,16.00,70,0,1,1,38,3.59,0.00,-2.78,2.75
443331,6.96,0.28,752,0.00,0.99,0.00,1.0000,15.50,70,0,1,1,38,3.62,0.00,-2.78,2.75
443343,6.98,0.29,762,0.00,0.99,0.00,1.0000,14.50,70,0,1,1,38,3.62,0.00,-2.78,2.35
443511,6.99,0.28,762,0.00,0.99,0.00,1.0000,14.50,70,0,1,1,38,3.55,0.00,-2.78,2.35
443560,6.99,0.28,767,0.00,0.99,0.00,1.0000,14.00,70,0,1,1,38,3.60,0.00,-2.78,2.75
443575,7.03,0.28,777,0.00,0.99,0.00,1.0000,13.50,70,0,1,1,38,3.57,0.00,-2.78,2.75
443672,7.07,0.29,767,0.00,0.99,0.00,1.0000,13.50,70,0,1,1,38,3.74,0.00,-2.78,2.75
443719,7.05,0.28,775,0.00,0.99,0.00,1.0000,13.50,70,0,1,1,38,3.59,0.00,-2.78,2.35
443789,7.05,0.28,760,0.00,0.99,0.00,1.0000,14.00,70,0,1,1,38,3.57,0.00,-2.78,2.75
443943,7.04,0.29,767,0.00,0.99,0.00,1.0000,14.00,70,0,1,1,38,3.62,0.00,-2.78,2.75
443995,7.05,0.28,768,0.00,0.99,0.00,1.0000,14.00,70,0,1,1,38,3.55,0.00,-2.78,2.75
444055,7.05,0.28,768,0.00,0.99,0.00,1.0000,14.00,70,0,1,1,38,3.55,0.00,-2.78,2.75
444195,7.07,0.28,766,0.00,0.99,0.00,1.0000,14.00,70,0,1,1,38,3.52,0.00,-2.78,2.75
444243,7.07,0.27,766,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.50,0.00,-2.78,2.75
444243,7.05,0.28,760,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.53,0.00,-2.78,2.75
444255,7.04,0.28,755,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.52,0.00,-2.78,2.75
444423,7.04,0.28,756,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.59,0.00,-2.78,2.75
444455,7.04,0.28,751,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.55,0.00,-2.78,2.75
444664,7.04,0.28,752,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.50,0.00,-2.78,2.75
444700,7.04,0.28,758,0.00,0.99,0.00,1.0000,13.50,72,0,1,1,38,3.60,0.00,-2.78,2.75
444700,7.04,0.29,760,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.62,0.00,-2.78,2.75
444700,7.03,0.28,754,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.57,0.00,-2.78,2.75
444878,7.04,0.29,766,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.62,0.00,-2.78,2.75
444916,7.04,0.28,768,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.62,0.00,-2.78,2.75
444919,7.04,0.29,770,0.00,0.99,0.00,1.0000,13.50,72,0,1,1,38,3.66,0.00,-2.78,2.75
445083,7.05,0.28,776,0.00,0.99,0.00,1.0000,13.00,72,0,1,1,38,3.62,0.00,-2.78,2.35
445119,7.07,0.27,777,0.00,0.99,0.00,1.0000,13.00,72,0,1,1,38,3.55,0.00,-2.78,2.75
445122,7.09,0.28,781,0.00,0.99,0.00,1.0000,13.00,72,0,1,1,38,3.62,0.00,-2.78,2.75
445275,7.10,0.29,777,0.00,0.99,0.00,1.0000,13.50,72,0,1,1,38,3.74,0.00,-2.78,2.75
445311,7.10,0.28,776,0.00,0.99,0.00,1.0000,13.50,72,0,1,1,38,3.62,0.00,-2.78,2.75
445323,7.09,0.28,766,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.62,0.00,-2.78,2.75
445510,7.09,0.28,764,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.59,0.00,-2.78,2.75
445569,7.09,0.28,761,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.64,0.00,-2.78,2.35
445569,7.09,0.29,762,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.62,0.00,-2.78,2.35
445735,7.09,0.28,767,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.55,0.00,-2.78,2.35
445764,7.10,0.28,762,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.50,0.00,-2.78,2.35
445776,7.10,0.28,764,0.00,0.99,0.00,1.0000,13.50,72,0,1,1,38,3.55,0.00,-2.78,2.35
445941,7.10,0.28,769,0.00,0.99,0.00,1.0000,13.50,72,0,1,1,38,3.55,0.00,-2.78,2.35
445974,7.13,0.28,777,0.00,0.99,0.00,1.0000,13.00,72,0,1,1,38,3.59,0.00,-2.78,2.35
446130,7.11,0.28,772,0.00,0.99,0.00,1.0000,13.50,72,0,1,1,38,3.62,0.00,-2.78,2.35
446154,7.11,0.28,770,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.64,0.00,-2.78,2.35
446165,7.10,0.29,768,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.67,0.00,-2.78,2.35
446318,7.10,0.28,764,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.52,0.00,-2.78,2.75
446330,7.11,0.28,766,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.59,0.00,-2.78,2.35
446365,7.11,0.29,770,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.69,0.00,-2.78,2.35
446530,7.11,0.29,760,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.64,0.00,-2.78,2.35
446542,7.11,0.29,753,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.52,0.00,-2.78,2.35
446694,7.10,0.28,753,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.55,0.00,-2.78,2.35
446729,7.09,0.29,758,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.62,0.00,-2.78,2.35
446729,7.09,0.29,753,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.59,0.00,-2.78,2.35
446883,7.09,0.28,752,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.55,0.00,-2.78,2.35
446919,7.09,0.29,756,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.57,0.00,-2.78,2.35
446929,7.07,0.28,757,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.62,0.00,-2.78,2.35
447132,7.07,0.28,760,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.59,0.00,-2.78,2.35
447202,7.07,0.28,767,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.64,0.00,-2.78,2.35
447202,7.09,0.27,771,0.00,0.99,0.00,1.0000,13.50,72,0,1,1,38,3.52,0.00,-2.78,2.35
447355,7.11,0.28,763,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.55,0.00,-2.78,2.35
447365,7.11,0.28,771,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.57,0.00,-2.78,2.35
447367,7.10,0.27,770,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.50,0.00,-2.78,2.35
447530,7.14,0.26,764,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.40,0.00,-2.78,2.35
447615,7.14,0.27,760,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.43,0.00,-2.78,2.35
447826,7.14,0.26,762,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.35,0.00,-2.78,2.35
447850,7.14,0.27,757,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.40,0.00,-2.78,2.35
447875,7.14,0.29,753,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.65,0.00,-2.78,2.35
447898,7.14,0.28,755,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.53,0.00,-2.78,2.35
448050,7.14,0.29,761,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.62,0.00,-2.78,2.35
448086,7.11,0.29,754,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.64,0.00,-2.78,2.35
448095,7.11,0.29,756,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.64,0.00,-2.78,2.35
448250,7.10,0.28,755,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.55,0.00,-2.78,2.35
448287,7.09,0.28,753,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.52,0.00,-2.78,2.35
448296,7.09,0.28,756,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.52,0.00,-2.78,2.35
448452,7.09,0.29,747,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.69,0.00,-2.78,2.35
448484,7.09,0.30,749,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.65,0.00,-2.78,2.35
448487,7.09,0.29,754,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.60,0.00,-2.78,2.35
448581,7.09,0.29,753,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.59,0.00,-2.78,2.35
448675,7.09,0.28,756,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.59,0.00,-2.78,2.35
448675,7.10,0.28,762,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.59,0.00,-2.78,2.35
448851,7.10,0.28,768,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.50,0.00,-2.78,2.35
448876,7.11,0.28,766,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.52,0.00,-2.78,2.35
448911,7.11,0.28,761,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.57,0.00,-2.78,2.35
449053,7.11,0.28,768,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.55,0.00,-2.78,2.35
449065,7.11,0.28,771,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.55,0.00,-2.78,2.35
449231,7.14,0.28,763,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.60,0.00,-2.78,2.35
449255,7.14,0.29,763,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.64,0.00,-2.78,2.35
449266,7.11,0.29,752,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.64,0.00,-2.78,2.35
449443,7.11,0.30,743,0.00,0.99,0.00,1.0000,16.00,72,0,1,1,38,3.69,0.00,-2.78,2.35
449466,7.11,0.29,743,0.00,0.99,0.00,1.0000,16.00,72,0,1,1,38,3.59,0.00,-2.78,2.35
449631,7.09,0.29,747,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.64,0.00,-2.78,2.35
449654,7.09,0.28,752,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.55,0.00,-2.78,2.35
449666,7.09,0.28,752,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.48,0.00,-2.78,2.35
449832,7.09,0.27,760,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.45,0.00,-2.78,2.35
449868,7.09,0.27,764,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.52,0.00,-2.78,2.35
449868,7.10,0.27,769,0.00,0.99,0.00,1.0000,13.50,72,0,1,1,38,3.52,0.00,-2.78,2.35
449939,7.11,0.28,766,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.55,0.00,-2.78,2.35
450045,7.13,0.28,764,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.59,0.00,-2.78,2.35
450211,7.14,0.29,752,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.62,0.00,-2.78,2.35
450220,7.14,0.28,764,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.52,0.00,-2.78,2.35
450222,7.13,0.27,764,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.50,0.00,-2.78,2.35
450409,7.11,0.29,745,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.64,0.00,-2.78,2.35
450433,7.11,0.29,745,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.57,0.00,-2.78,2.35
450433,7.09,0.29,748,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.62,0.00,-2.78,2.35
450610,7.09,0.29,744,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.55,0.00,-2.78,2.35
450634,7.09,0.28,751,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.48,0.00,-2.78,2.35
450787,7.09,0.28,753,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.50,0.00,-2.78,2.35
450847,7.09,0.28,753,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.62,0.00,-2.78,2.35
450929,7.09,0.28,756,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.59,0.00,-2.78,2.35
451035,7.08,0.29,755,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.62,0.00,-2.78,2.35
451082,7.09,0.29,757,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.62,0.00,-2.78,2.35
451082,7.09,0.28,753,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.52,0.00,-2.78,2.35
451246,7.10,0.27,758,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.47,0.00,-2.78,2.35
451249,7.10,0.27,757,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.43,0.00,-2.78,2.35
451249,7.09,0.27,756,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.45,0.00,-2.78,2.35
451379,7.11,0.27,760,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.45,0.00,-2.78,2.35
451391,7.13,0.27,762,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.48,0.00,-2.78,2.35
451532,7.13,0.27,755,0.00,0.99,0.00,1.0000,14.00,72,0,1,1,38,3.45,0.00,-2.78,2.35
451532,7.13,0.29,756,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.67,0.00,-2.78,2.35
451685,7.11,0.29,750,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.69,0.00,-2.78,2.35
451720,7.11,0.30,749,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.72,0.00,-2.78,2.35
451885,7.09,0.29,751,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.60,0.00,-2.78,2.35
451920,7.08,0.28,754,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.50,0.00,-2.78,2.35
451929,7.09,0.28,757,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.48,0.00,-2.78,2.35
452073,7.09,0.27,752,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.43,0.00,-2.78,2.35
452108,7.09,0.28,752,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.50,0.00,-2.78,2.35
452117,7.09,0.28,752,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.52,0.00,-2.78,2.35
452262,7.09,0.29,748,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.62,0.00,-2.78,2.35
452262,7.09,0.28,748,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.50,0.00,-2.78,2.35
452461,7.09,0.29,747,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.59,0.00,-2.78,2.35
452578,7.09,0.28,755,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.52,0.00,-2.78,2.35
452578,7.09,0.28,757,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.55,0.00,-2.78,2.35
452590,7.09,0.28,762,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.52,0.00,-2.78,2.35
452757,7.09,0.28,762,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.52,0.00,-2.78,2.35
452803,7.09,0.29,762,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.62,0.00,-2.78,2.35
452803,7.11,0.28,760,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.57,0.00,-2.78,2.35
452980,7.11,0.27,755,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.48,0.00,-2.78,2.35
453004,7.11,0.27,752,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.45,0.00,-2.78,2.35
453013,7.11,0.28,748,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.50,0.00,-2.78,2.35
453168,7.11,0.29,744,0.00,0.99,0.00,1.0000,16.00,72,0,1,1,38,3.55,0.00,-2.78,2.35
453350,7.10,0.28,743,0.00,0.99,0.00,1.0000,15.50,72,0,1,1,38,3.50,0.00,-2.78,2.35
453456,7.09,0.28,746,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.52,0.00,-2.78,2.35
453456,7.09,0.28,752,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.52,0.00,-2.78,2.35
453468,7.09,0.28,755,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.43,0.00,-2.78,2.35
453468,7.09,0.27,756,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.45,0.00,-2.78,2.35
453609,7.09,0.27,762,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.48,0.00,-2.78,2.35
453618,7.09,0.28,759,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.50,0.00,-2.78,2.35
453792,7.09,0.27,765,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.50,0.00,-2.78,2.35
453866,7.10,0.27,756,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.45,0.00,-2.78,2.35
453866,7.11,0.27,760,0.00,0.99,0.00,1.0000,14.50,72,0,1,1,38,3.45,0.00,-2.78,2.35
453879,7.11,0.27,754,0.00,0.99,0.00,1.0000,15.00,72,0,1,1,38,3.45,0.00,-2.78,2.35
454031,7.11,0.28,754,0.00,0.99,0.00,1.0000,15.00,73,0,1,1,38,3.55,0.00,-2.78,2.35
454067,7.11,0.29,744,0.00,0.99,0.00,1.0000,15.00,73,0,1,1,38,3.57,0.00,-2.78,2.35
454220,7.09,0.29,739,0.00,0.99,0.00,1.0000,15.50,73,0,1,1,38,3.62,0.00,-2.78,2.35
454231,7.09,0.29,745,0.00,0.99,0.00,1.0000,16.00,73,0,1,1,38,3.52,0.00,-2.78,2.35
454231,7.07,0.29,746,0.00,0.99,0.00,1.0000,15.50,73,0,1,1,38,3.52,0.00,-2.78,2.35
454290,7.07,0.28,750,0.00,0.99,0.00,1.0000,15.50,73,0,1,1,38,3.50,0.00,-2.78,2.35
454503,7.07,0.27,750,0.00,0.99,0.00,1.0000,15.00,73,0,1,1,38,3.38,0.00,-2.78,2.35
454562,7.07,0.28,752,0.00,0.99,0.00,1.0000,16.00,73,0,1,1,38,3.45,0.00,-2.78,2.35
454571,7.07,0.29,748,0.00,0.99,0.00,1.0000,15.50,73,0,1,1,38,3.62,0.00,-2.78,2.35
454632,7.07,0.29,748,0.00,0.99,0.00,1.0000,15.50,73,0,1,1,38,3.55,0.00,-2.78,2.35
454750,7.08,0.28,750,0.00,0.99,0.00,1.0000,15.00,73,0,1,1,38,3.50,0.00,-2.78,2.35
454750,7.08,0.28,752,0.00,0.99,0.00,1.0000,15.00,73,0,1,1,38,3.50,0.00,-2.78,2.35
454936,7.08,0.28,750,0.00,0.99,0.00,1.0000,15.00,73,0,1,1,38,3.45,0.00,-2.78,2.35
454964,7.09,0.28,749,0.00,0.99,0.00,1.0000,15.00,73,0,1,1,38,3.48,0.00,-2.78,2.35
455186,6.97,0.27,754,0.00,0.99,0.00,1.0000,15.00,73,0,1,1,38,3.41,0.00,-2.78,2.35
455222,6.91,0.26,764,0.00,0.99,0.00,1.0000,14.00,73,0,1,1,38,3.29,0.00,-2.78,2.35
455222,6.90,0.25,773,0.00,0.99,0.00,1.0000,13.50,73,0,1,1,38,3.34,0.00,-2.78,2.35
455234,6.90,0.27,779,0.00,0.99,0.00,1.0000,13.00,73,0,1,1,38,3.45,0.00,-2.78,2.35
455387,6.93,0.27,770,0.00,0.99,0.00,1.0000,14.50,73,0,1,1,38,3.52,0.00,-2.78,2.35
455423,6.94,0.29,752,0.00,0.99,0.00,1.0000,15.00,73,0,1,1,38,3.59,0.00,-2.78,2.75
455423,6.94,0.30,735,0.00,0.99,0.00,1.0000,16.50,73,0,1,1,38,3.64,0.00,-2.78,2.75
455600,6.91,0.30,717,0.00,0.99,0.00,1.0000,19.00,73,0,1,1,38,3.90,0.00,-2.78,3.14
455636,6.76,0.40,700,0.00,0.99,0.00,1.0000,19.00,73,0,1,1,38,4.72,0.00,-2.78,4.31
455646,6.29,0.47,684,0.00,0.99,0.00,1.0000,19.00,73,0,1,1,38,5.37,0.00,-2.78,4.31
455802,6.10,0.48,684,0.00,0.80,0.00,1.0000,19.50,73,0,1,1,38,5.53,0.00,-2.78,3.92
455835,5.78,0.47,697,0.00,0.83,0.00,1.0000,23.00,73,0,1,1,38,5.46,0.00,-2.78,3.92
455838,5.68,0.46,740,0.00,0.90,0.00,1.0000,24.00,73,0,1,1,39,5.72,0.00,-2.78,5.49
456003,5.44,0.57,798,0.00,0.89,0.00,1.0000,26.00,73,0,1,1,39,7.56,0.00,-2.78,6.27
456048,4.31,0.59,880,0.00,0.81,0.00,1.0000,31.00,73,0,1,1,40,8.58,0.00,-2.78,6.67
456203,3.99,0.54,974,0.00,0.81,0.00,1.0000,33.50,73,0,1,1,40,8.60,0.00,-3.11,6.27
456249,3.83,0.47,1114,0.00,0.98,0.00,1.0000,36.50,73,0,1,1,40,9.28,0.00,-3.36,6.67
456252,3.51,0.51,1256,0.00,0.98,0.00,1.0000,38.00,73,0,1,1,40,11.77,0.00,-3.62,8.24
456413,3.24,0.61,1372,0.00,0.98,0.00,1.0000,39.00,73,0,1,1,40,13.45,0.00,-3.94,10.98
456439,1.96,0.82,1526,0.00,0.74,0.00,1.0000,38.50,73,0,1,1,40,21.45,0.00,-4.08,13.33
456451,1.31,0.78,1694,0.00,0.86,0.00,1.0000,38.00,73,0,1,1,40,21.86,0.00,-4.31,13.73
456614,1.53,0.70,1854,0.00,0.97,0.00,1.0000,39.50,73,0,1,1,40,22.23,0.00,-4.47,13.73
456641,1.64,0.71,2032,0.00,0.97,0.00,1.0000,41.00,73,0,1,1,40,24.23,0.00,-4.14,14.51
456641,1.52,0.71,2160,0.00,0.98,-1.50,1.0000,40.50,72,0,1,1,40,26.17,0.00,-4.08,15.29
456735,1.70,0.68,2302,0.00,0.99,-1.50,1.0000,42.00,72,0,1,1,40,26.09,0.00,-4.16,14.90
456841,2.14,0.60,2402,0.00,1.00,-1.50,1.0000,43.50,72,0,1,1,40,23.13,0.00,-4.22,14.12
456912,2.90,0.50,2452,0.00,1.13,-1.50,1.0000,43.50,72,0,1,1,40,18.27,0.00,-4.25,12.55
457031,3.36,0.53,2442,0.00,1.04,-1.50,1.0000,43.50,72,0,1,1,40,21.23,0.00,-4.25,12.55
457033,3.57,0.56,2402,0.00,1.04,-1.50,1.0000,43.50,72,0,1,1,40,22.09,0.00,-4.25,12.94
457198,3.16,0.61,2332,0.00,1.04,-1.50,1.0000,43.00,72,0,1,1,40,25.97,0.00,-4.25,14.51
457235,2.36,0.78,2264,0.00,0.93,-1.50,1.0000,42.00,72,0,1,1,40,30.05,0.00,-4.22,16.08
457244,1.49,0.84,2240,0.00,0.90,-1.50,1.0000,41.00,72,0,1,1,40,33.91,0.00,-4.20,17.65
457400,0.58,0.89,2264,0.00,0.89,-1.50,1.0000,38.00,72,0,1,1,40,36.56,0.00,-4.20,19.22
457435,0.12,0.87,2313,0.00,1.00,-1.50,1.0000,34.50,72,0,1,1,40,35.92,0.00,-4.20,19.61
457435,-0.04,0.81,2355,0.00,1.00,-1.50,1.0000,34.50,72,0,1,1,40,31.37,0.00,-4.22,17.25
457613,0.58,0.83,2240,0.00,1.07,-1.50,1.0000,36.50,72,0,1,1,40,30.36,0.00,-4.23,16.47
457637,-0.61,1.13,1806,0.00,1.01,-1.50,1.0000,31.50,72,0,1,1,40,34.50,0.00,-4.12,18.43
457764,-1.66,0.81,1216,0.00,0.94,0.00,1.0000,11.50,72,0,1,1,40,14.65,0.00,-3.96,10.98
457764,-0.88,1.32,1384,0.00,0.80,0.00,1.0000,12.50,72,0,1,1,40,25.60,0.00,-4.41,15.69
457838,3.17,0.68,1544,0.00,1.01,0.00,1.0000,26.50,70,0,1,1,40,16.75,0.00,-4.85,12.94
458005,2.16,1.33,1853,0.00,0.73,0.00,1.0000,22.00,70,0,1,1,40,42.31,0.00,-0.75,26.67
458028,-0.57,1.27,2018,0.00,0.92,0.00,1.0000,23.00,70,0,1,1,40,40.62,0.00,-0.10,27.84
458038,-2.89,0.96,2163,0.00,0.98,-1.50,1.0000,24.50,70,0,1,1,40,32.57,0.00,-1.76,20.78
458204,-0.85,0.84,2487,0.00,1.09,-1.50,1.0000,31.50,70,0,1,1,40,34.42,0.00,-4.20,18.82
458231,0.74,0.91,2842,0.00,1.05,0.00,1.0000,39.00,70,0,1,1,40,43.84,0.00,-2.78,21.96
458241,0.61,0.78,3148,0.00,1.00,0.00,1.0000,42.00,70,0,1,1,40,43.92,0.00,-2.94,20.39
458408,1.30,0.78,3414,0.00,1.00,-1.50,1.0000,43.50,70,0,1,1,40,44.04,0.00,-3.69,20.00
458431,1.96,0.71,3660,0.00,1.02,-1.50,1.0000,44.00,70,0,1,1,40,44.33,0.00,-3.71,19.22
458596,2.94,0.34,3900,0.00,1.19,0.00,1.0000,39.00,70,0,1,1,40,15.56,0.00,-3.85,12.16
458620,5.89,0.20,3978,0.00,1.04,0.00,1.0000,39.00,70,0,1,1,40,12.89,0.00,-3.85,8.63
458620,7.46,0.18,3952,0.00,1.03,0.00,1.0000,37.50,70,0,1,1,40,11.94,0.00,-3.85,8.63
458785,7.53,0.18,3877,0.00,0.98,0.00,1.0000,33.50,70,0,1,1,40,11.63,0.00,-3.85,8.63
458785,7.56,0.18,3916,0.00,1.01,0.00,1.0000,35.50,70,0,1,1,40,11.94,0.00,-3.85,8.63
458950,7.43,0.19,3787,0.00,0.97,0.00,1.0000,31.00,70,0,1,1,40,11.94,0.00,-3.85,8.24
458997,7.35,0.20,3666,0.00,0.97,-1.50,1.0000,29.00,70,0,1,1,40,12.18,0.00,-3.85,8.24
459007,7.36,0.20,3587,0.00,0.98,-1.50,1.0000,27.50,70,0,1,1,40,11.50,0.00,-3.85,8.24
