Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
529797,0.00,41.48,746,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,154,1,8,0.02,50.20,72.53,0.00,9.14
529919,0.00,41.84,754,0.00,1024.00,-31.75,10.1250,-64.00,-11,58,151,1,8,0.02,50.20,72.53,0.00,8.09
529919,0.00,41.57,752,0.00,1024.00,-31.75,9.6250,-64.00,-11,58,154,1,8,0.02,50.20,72.53,0.00,9.14
529935,0.00,41.48,749,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,165,1,8,0.02,50.20,72.53,0.00,13.01
529935,0.00,41.48,750,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,159,1,8,0.02,50.20,72.51,0.00,10.90
529935,0.00,41.48,750,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,154,1,8,0.02,50.20,72.51,0.00,9.14
529935,0.00,41.48,751,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,159,1,8,0.02,50.20,72.51,0.00,10.90
529935,0.00,41.48,749,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,154,1,8,0.02,50.20,72.53,0.00,9.14
529935,0.00,41.48,746,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,157,1,8,0.02,50.20,72.53,0.00,10.20
529935,0.00,41.48,746,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,167,1,8,0.02,50.20,72.53,0.00,13.71
529935,0.00,41.48,744,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,157,1,8,0.02,50.20,72.55,0.00,10.20
529935,0.00,41.48,744,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,149,1,8,0.02,50.20,72.55,0.00,7.38
530426,0.00,41.75,755,0.00,1024.00,-31.75,4.6250,-64.00,-11,58,159,1,8,0.02,50.20,72.51,0.00,10.90
530815,0.00,41.84,756,0.00,1024.00,-31.75,10.1250,-64.00,-11,58,157,1,8,0.02,50.20,72.49,0.00,10.20
531278,0.00,40.84,737,0.00,1024.00,-31.75,13.6250,-64.00,-11,58,146,1,8,0.02,50.20,72.57,0.00,6.33
531291,0.00,40.84,734,0.00,1024.00,-31.75,13.6250,-64.00,-11,58,151,1,8,0.02,50.20,72.59,0.00,8.09
531291,0.00,41.11,732,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,146,1,8,0.02,50.20,72.59,0.00,6.33
531291,0.00,41.11,730,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,149,1,8,0.02,50.20,72.61,0.00,7.38
531291,0.00,41.11,735,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,151,1,8,0.02,50.20,72.59,0.00,8.09
531291,0.00,41.11,739,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,146,1,8,0.02,50.20,72.57,0.00,6.33
531291,0.00,41.11,751,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,141,1,8,0.02,50.20,72.51,0.00,4.57
531291,0.00,41.11,749,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,157,1,8,0.02,50.20,72.53,0.00,10.20
531304,0.00,41.11,752,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,149,1,8,0.02,50.20,72.51,0.00,7.38
531304,0.00,41.84,752,0.00,1024.00,-31.75,10.1250,-64.00,-11,58,144,1,8,0.02,50.20,72.51,0.00,5.62
531304,0.00,41.84,751,0.00,1024.00,-31.75,10.1250,-64.00,-11,58,146,1,8,0.02,50.20,72.51,0.00,6.33
531304,0.00,41.84,756,0.00,1024.00,-31.75,10.1250,-64.00,-11,58,139,1,8,0.02,50.20,72.51,0.00,3.87
531867,0.00,40.84,742,0.00,1024.00,-31.75,13.6250,-64.00,-11,58,149,1,8,0.02,50.20,72.55,0.00,7.38
532480,0.00,41.11,734,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,149,1,8,0.02,50.20,72.59,0.00,7.38
532497,0.00,41.48,735,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,146,1,8,0.02,50.20,72.59,0.00,6.33
532497,0.00,41.48,741,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,149,1,8,0.02,50.20,72.55,0.00,7.38
532497,0.00,41.66,752,0.00,1024.00,-31.75,15.1250,-64.00,-11,58,146,1,8,0.02,50.20,72.51,0.00,6.33
532497,0.00,41.84,756,0.00,1024.00,-31.75,10.1250,-64.00,-11,58,154,1,8,0.02,50.20,72.51,0.00,9.14
532497,0.00,41.66,757,0.00,1024.00,-31.75,15.1250,-64.00,-11,58,156,1,8,0.02,50.20,72.49,0.00,9.84
532497,0.00,41.48,764,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,151,1,8,0.02,50.20,72.49,0.00,8.09
532769,0.00,41.11,746,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,154,1,8,0.02,50.20,72.53,0.00,9.14
532769,0.00,41.11,751,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,141,1,8,0.02,50.20,72.51,0.00,4.57
532769,0.00,41.48,757,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,136,1,8,0.02,50.20,72.49,0.00,2.81
532769,0.00,41.48,756,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,144,1,8,0.02,50.20,72.49,0.00,5.62
532769,0.00,41.75,756,0.00,1024.00,-31.75,4.6250,-64.00,-11,58,165,1,8,0.02,50.20,72.49,0.00,13.01
532769,0.00,41.57,755,0.00,1024.00,-31.75,9.6250,-64.00,-11,58,151,1,8,0.02,50.20,72.51,0.00,8.09
532769,0.00,41.48,749,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,136,1,8,0.02,50.20,72.51,0.00,2.81
532769,0.00,41.48,754,0.00,1024.00,-31.75,4.1250,-64.00,-11,58,151,1,8,0.02,50.20,72.49,0.00,8.09
533152,0.00,41.11,730,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,144,1,8,0.02,50.20,72.61,0.00,5.62
533281,0.00,41.11,732,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,149,1,8,0.02,50.20,72.59,0.00,7.38
533281,0.00,41.11,736,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,163,1,8,0.02,50.20,72.57,0.00,12.30
533281,0.00,41.02,741,0.00,1024.00,-31.75,8.6250,-64.00,-11,58,144,1,8,0.02,50.20,72.55,0.00,5.62
533281,0.00,41.11,737,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,149,1,8,0.02,50.20,72.57,0.00,7.38
533403,0.00,41.11,740,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,160,1,8,0.02,50.20,72.55,0.00,11.25
533669,0.00,41.48,754,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,136,1,8,0.02,50.20,72.51,0.00,2.81
533669,0.00,41.48,753,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,146,1,8,0.02,50.20,72.51,0.00,6.33
533669,0.00,41.11,746,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,151,1,8,0.02,50.20,72.53,0.00,8.09
533669,0.00,41.11,746,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,133,1,8,0.02,50.20,72.53,0.00,1.76
533669,0.00,41.11,743,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,151,1,8,0.02,50.20,72.55,0.00,8.09
533669,0.00,41.11,740,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,154,1,8,0.02,50.20,72.55,0.00,9.14
533669,0.00,41.11,741,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,165,1,8,0.02,50.20,72.55,0.00,13.01
533669,0.00,41.11,738,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,159,1,8,0.02,50.20,72.57,0.00,10.90
533669,0.00,41.11,742,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,157,1,8,0.02,50.20,72.55,0.00,10.20
533669,0.00,41.11,744,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,151,1,8,0.02,50.20,72.53,0.00,8.09
534277,0.00,41.48,754,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,154,1,8,0.02,50.20,72.51,0.00,9.14
534547,0.00,41.48,751,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,151,1,8,0.02,50.20,72.51,0.00,8.09
534794,0.00,40.11,718,0.00,1024.00,-31.75,1.6250,-64.00,-11,59,154,1,8,0.02,50.20,72.63,0.00,9.14
534794,0.00,40.38,720,0.00,1024.00,-31.75,2.1250,-64.00,-11,59,156,1,8,0.02,50.20,77.58,0.00,9.84
534809,0.00,40.48,720,0.00,1024.00,-31.75,7.6250,-64.00,-11,59,157,1,8,0.02,50.20,72.63,0.00,10.20
534809,0.00,40.57,724,0.00,1024.00,-31.75,13.1250,-64.00,-11,59,146,1,8,0.02,50.20,72.63,0.00,6.33
534809,0.00,40.57,731,0.00,1024.00,-31.75,13.1250,-64.00,-11,59,134,1,8,0.02,50.20,72.59,0.00,2.11
534931,0.00,40.93,732,0.00,1024.00,-31.75,3.1250,-64.00,-11,59,139,1,8,0.02,50.20,72.59,0.00,3.87
534931,0.00,41.48,748,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,156,1,8,0.02,50.20,72.53,0.00,9.84
534931,0.00,41.48,748,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,136,1,8,0.02,50.20,72.53,0.00,2.81
534931,0.00,41.48,748,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,141,1,8,0.02,50.20,72.53,0.00,4.57
534931,0.00,41.48,747,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,151,1,8,0.02,50.20,72.53,0.00,8.09
534931,0.00,41.48,738,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,139,1,8,0.02,50.20,72.57,0.00,3.87
534939,0.00,41.11,733,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,151,1,8,0.02,50.20,72.59,0.00,8.09
535039,0.00,40.02,725,0.00,1024.00,-31.75,12.1250,-64.00,-11,59,162,1,8,0.02,50.20,77.56,0.00,11.95
535039,0.00,40.11,722,0.00,1024.00,-31.75,1.6250,-64.00,-11,59,154,1,8,0.02,50.20,77.58,0.00,9.14
535148,0.00,40.29,734,0.00,1024.00,-31.75,12.6250,-64.00,-11,59,146,1,8,0.02,50.20,72.57,0.00,6.33
535241,0.00,40.38,741,0.00,1024.00,-31.75,2.1250,-64.00,-11,59,149,1,8,0.02,50.20,72.55,0.00,7.38
535361,0.00,40.48,746,0.00,1024.00,-31.75,7.6250,-64.00,-11,59,159,1,8,0.02,50.20,72.53,0.00,10.90
535862,0.00,40.75,751,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,157,1,8,0.02,50.20,72.51,0.00,10.20
536349,0.00,41.02,751,0.00,1024.00,-31.75,8.6250,-64.00,-11,59,149,1,8,0.02,50.20,72.51,0.00,7.38
536695,0.00,41.48,748,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,144,1,8,0.02,50.20,72.53,0.00,5.62
536695,0.00,41.48,749,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,156,1,8,0.02,50.20,72.53,0.00,9.84
536695,0.00,41.48,749,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,151,1,8,0.02,50.20,72.53,0.00,8.09
536695,0.00,41.30,748,0.00,1024.00,-31.75,9.1250,-64.00,-11,59,154,1,8,0.02,50.20,72.53,0.00,9.14
536695,0.00,41.11,747,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,157,1,8,0.02,50.20,72.53,0.00,10.20
536695,0.00,41.30,756,0.00,1024.00,-31.75,9.1250,-64.00,-11,59,157,1,8,0.02,50.20,72.51,0.00,10.20
536709,0.00,41.48,762,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,154,1,8,0.02,50.20,72.51,0.00,9.14
536709,0.00,41.11,762,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,151,1,8,0.02,50.20,72.49,0.00,8.09
536709,0.00,41.11,762,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,149,1,8,0.02,50.20,72.49,0.00,7.38
536709,0.00,41.02,759,0.00,1024.00,-31.75,8.6250,-64.00,-11,59,151,1,8,0.02,50.20,72.49,0.00,8.09
536709,0.00,40.84,760,0.00,1024.00,-31.75,13.6250,-64.00,-11,59,154,1,8,0.02,50.20,72.49,0.00,9.14
536709,0.00,41.11,757,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,151,1,8,0.02,50.20,72.49,0.00,8.09
536709,0.00,41.11,750,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,151,1,8,0.02,50.20,72.51,0.00,8.09
537011,0.00,41.48,744,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,146,1,8,0.02,50.20,72.53,0.00,6.33
537280,0.00,41.48,738,0.00,1024.00,-31.75,4.1250,-64.00,-11,59,151,1,8,0.02,50.20,72.57,0.00,8.09
537669,0.00,41.39,740,0.00,1024.00,-31.75,14.6250,-64.00,-11,59,154,1,8,0.02,50.20,72.57,0.00,9.14
537916,0.00,41.11,745,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,170,1,8,0.02,50.20,72.53,0.00,14.77
537916,0.00,41.11,742,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,165,1,8,0.02,50.20,72.55,0.00,13.01
537916,0.00,41.11,746,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,162,1,8,0.02,50.20,72.53,0.00,11.95
537916,0.00,41.11,741,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.55,0.00,15.82
537916,0.00,41.11,738,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,159,1,8,0.02,50.20,72.57,0.00,10.90
537916,0.00,41.11,742,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,165,1,8,0.02,50.20,72.55,0.00,13.01
537916,0.00,41.11,738,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,165,1,8,0.02,50.20,72.57,0.00,13.01
537916,0.00,41.11,740,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,168,1,8,0.02,50.20,72.55,0.00,14.06
537916,0.00,41.11,741,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,170,1,8,0.02,50.20,72.55,0.00,14.77
537938,0.00,41.11,735,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,170,1,8,0.02,50.20,72.57,0.00,14.77
537938,0.00,41.11,734,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,170,1,8,0.02,50.20,72.59,0.00,14.77
537938,0.00,41.11,734,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,170,1,8,0.02,50.20,72.59,0.00,14.77
537938,0.00,41.11,743,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,159,1,8,0.02,50.20,72.55,0.00,10.90
537938,0.00,41.11,738,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,159,1,8,0.02,50.20,72.57,0.00,10.90
538332,0.00,41.11,749,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,168,1,8,0.02,50.20,72.51,0.00,14.06
538468,0.00,41.11,746,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.53,0.00,15.82
538600,0.00,41.11,742,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,159,1,8,0.02,50.20,72.53,0.00,10.90
538992,0.00,40.75,751,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,162,1,8,0.02,50.20,72.51,0.00,11.95
538992,0.00,40.75,757,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,165,1,8,0.02,50.20,72.49,0.00,13.01
538992,0.00,40.75,753,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,176,1,8,0.02,50.20,72.51,0.00,16.88
538992,0.00,40.75,752,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,165,1,8,0.02,50.20,72.51,0.00,13.01
539221,0.00,41.11,746,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,157,1,8,0.02,50.20,72.51,0.00,10.20
539221,0.00,41.11,742,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,154,1,8,0.02,50.20,72.53,0.00,9.14
539221,0.00,41.11,746,0.00,1024.00,-31.75,14.1250,-64.00,-11,58,157,1,8,0.02,50.20,72.53,0.00,10.20
539221,0.00,40.93,738,0.00,1024.00,-31.75,3.1250,-64.00,-11,58,157,1,8,0.02,50.20,72.53,0.00,10.20
539221,0.00,40.75,741,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,168,1,8,0.02,50.20,72.53,0.00,14.06
539221,0.00,40.75,751,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,159,1,8,0.02,50.20,72.51,0.00,10.90
539221,0.00,40.75,753,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,151,1,8,0.02,50.20,72.51,0.00,8.09
539221,0.00,40.75,752,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,168,1,8,0.02,50.20,72.51,0.00,14.06
539491,0.00,40.75,750,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,170,1,8,0.02,50.20,72.51,0.00,14.77
539750,0.00,40.75,754,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,168,1,8,0.02,50.20,72.51,0.00,14.06
540111,0.00,40.75,751,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,151,1,8,0.02,50.20,72.51,0.00,8.09
540111,0.00,40.66,748,0.00,1024.00,-31.75,2.6250,-64.00,-11,58,162,1,8,0.02,50.20,72.53,0.00,11.95
540127,0.00,40.75,746,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,173,1,8,0.02,50.20,72.53,0.00,15.82
540127,0.00,40.75,746,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,170,1,8,0.02,50.20,72.53,0.00,14.77
540127,0.00,40.75,746,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,168,1,8,0.02,50.20,72.53,0.00,14.06
540127,0.00,40.75,746,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,165,1,8,0.02,50.20,72.53,0.00,13.01
540127,0.00,40.75,750,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,154,1,8,0.02,50.20,72.51,0.00,9.14
540127,0.00,40.75,753,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,162,1,8,0.02,50.20,72.51,0.00,11.95
540127,0.00,40.75,753,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,154,1,8,0.02,50.20,72.51,0.00,9.14
540127,0.00,40.75,753,0.00,1024.00,-31.75,8.1250,-64.00,-11,58,162,1,8,0.02,50.20,72.51,0.00,11.95
540641,0.00,40.75,755,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,159,1,8,0.02,50.20,72.51,0.00,10.90
541023,0.00,40.75,753,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,159,1,8,0.02,50.20,72.51,0.00,10.90
541256,0.00,40.48,763,0.00,1024.00,-31.75,7.6250,-64.00,-11,59,168,1,8,0.02,50.20,72.49,0.00,14.06
541256,0.00,40.38,761,0.00,1024.00,-31.75,2.1250,-64.00,-11,59,176,1,8,0.02,50.20,72.49,0.00,16.88
541256,0.00,40.38,761,0.00,1024.00,-31.75,2.1250,-64.00,-11,59,170,1,8,0.02,50.20,72.49,0.00,14.77
541274,0.00,40.38,752,0.00,1024.00,-31.75,2.1250,-64.00,-11,59,175,1,8,0.02,50.20,72.51,0.00,16.52
541274,0.00,36.02,750,0.00,1024.00,-31.75,2.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.51,0.00,15.82
541274,0.00,36.02,748,0.00,1024.00,-31.75,2.1250,-64.00,-11,59,181,1,8,0.02,50.20,72.53,0.00,18.63
541274,0.00,36.19,750,0.00,1024.00,-31.75,13.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.51,0.00,15.82
541281,0.00,40.75,750,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,170,1,8,0.02,50.20,72.51,0.00,14.77
541281,0.00,40.75,748,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.53,0.00,15.82
541281,0.00,40.75,750,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,165,1,8,0.02,50.20,72.51,0.00,13.01
541281,0.00,40.75,754,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,162,1,8,0.02,50.20,72.53,0.00,11.95
541281,0.00,40.75,755,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,168,1,8,0.02,50.20,72.53,0.00,14.06
541681,0.00,40.75,764,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,168,1,8,0.02,50.20,72.47,0.00,14.06
542164,0.00,40.75,764,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.49,0.00,15.82
542425,0.00,40.66,759,0.00,1024.00,-31.75,2.6250,-64.00,-11,59,176,1,8,0.02,50.20,72.49,0.00,16.88
542425,0.00,40.75,760,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,170,1,8,0.02,50.20,72.49,0.00,14.77
542425,0.00,40.75,766,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,170,1,8,0.02,50.20,72.47,0.00,14.77
542425,0.00,40.75,770,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.47,0.00,15.82
542425,0.00,40.75,770,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.47,0.00,15.82
542425,0.00,40.75,766,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,181,1,8,0.02,50.20,72.47,0.00,18.63
542425,0.00,40.75,762,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,170,1,8,0.02,50.20,72.49,0.00,14.77
542425,0.00,40.75,763,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,171,1,8,0.02,50.20,72.49,0.00,15.12
542425,0.00,40.84,769,0.00,1024.00,-31.75,13.6250,-64.00,-11,59,167,1,8,0.02,50.20,72.47,0.00,13.71
542425,0.00,40.75,770,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,167,1,8,0.02,50.20,72.47,0.00,13.71
542448,0.00,40.75,769,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,168,1,8,0.02,50.20,72.47,0.00,14.06
542448,0.00,40.75,760,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.47,0.00,15.82
542453,0.00,40.75,760,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.47,0.00,15.82
543076,0.00,40.57,757,0.00,1024.00,-31.75,13.1250,-64.00,-11,59,176,1,8,0.02,50.20,72.51,0.00,16.88
543349,0.00,40.57,758,0.00,1024.00,-31.75,13.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.51,0.00,15.82
543349,0.00,36.11,757,0.00,1024.00,-31.75,7.6250,-64.00,-11,59,171,1,8,0.02,50.20,72.49,0.00,15.12
543480,0.00,36.67,779,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,184,1,8,0.02,50.20,72.45,0.00,19.69
543495,0.00,36.67,780,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,170,1,8,0.02,50.20,72.45,0.00,14.77
543495,0.00,36.67,782,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,160,1,8,0.02,50.20,72.44,0.00,11.25
543495,0.00,36.59,777,0.00,1024.00,-31.75,8.6250,-64.00,-11,59,170,1,8,0.02,50.20,72.44,0.00,14.77
543495,0.00,40.75,777,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.45,0.00,15.82
543495,0.00,36.35,775,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,184,1,8,0.02,50.20,72.45,0.00,19.69
543495,0.00,36.35,772,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,195,1,8,0.02,50.20,72.45,0.00,23.55
543506,0.00,36.35,765,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,193,1,8,0.02,50.20,72.47,0.00,22.85
543506,0.00,36.35,764,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,190,1,8,0.02,50.20,72.47,0.00,21.80
543506,0.00,36.02,763,0.00,1024.00,-31.75,2.1250,-64.00,-11,59,192,1,8,0.02,50.20,72.49,0.00,22.50
543506,0.00,36.02,759,0.00,1024.00,-31.75,2.1250,-64.00,-11,59,181,1,8,0.02,50.20,72.49,0.00,18.63
543885,0.00,36.67,778,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,181,1,8,0.02,50.20,72.45,0.00,18.63
544349,0.00,36.67,775,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,168,1,8,0.02,50.20,72.45,0.00,14.06
544615,0.00,36.02,744,0.00,1024.00,-31.75,2.1250,-64.00,-11,59,162,1,8,0.02,50.20,72.55,0.00,11.95
544615,0.00,36.02,750,0.00,1024.00,-31.75,2.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.53,0.00,15.82
544631,0.00,36.02,750,0.00,1024.00,-31.75,2.1250,-64.00,-11,59,165,1,8,0.02,50.20,72.53,0.00,13.01
544631,0.00,36.35,755,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,165,1,8,0.02,50.20,72.51,0.00,13.01
544631,0.00,36.35,764,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,162,1,8,0.02,50.20,72.51,0.00,11.95
544631,0.00,40.75,764,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,149,1,8,0.02,50.20,72.49,0.00,7.38
544631,0.00,36.35,768,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.51,0.00,15.82
544631,0.00,41.02,774,0.00,1024.00,-31.75,8.6250,-64.00,-11,59,165,1,8,0.02,50.20,72.45,0.00,13.01
544631,0.00,36.59,773,0.00,1024.00,-31.75,8.6250,-64.00,-11,59,168,1,8,0.02,50.20,72.45,0.00,14.06
544631,0.00,36.67,774,0.00,1024.00,-31.75,14.1250,-64.00,-11,59,168,1,8,0.02,50.20,72.45,0.00,14.06
545032,0.00,35.70,748,0.00,1024.00,-31.75,12.1250,-64.00,-11,59,178,1,8,0.02,50.20,72.53,0.00,17.58
545197,0.00,35.70,751,0.00,1024.00,-31.75,12.1250,-64.00,-11,59,173,1,8,0.02,50.20,72.51,0.00,15.82
545565,0.00,35.37,750,0.00,1024.00,-31.75,6.1250,-64.00,-11,59,168,1,8,0.02,50.20,72.53,0.00,14.06
545701,0.00,36.35,783,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,181,1,8,0.02,50.20,72.44,0.00,18.63
545827,0.00,36.35,785,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,181,1,8,0.02,50.20,72.44,0.00,18.63
545830,0.00,36.35,784,0.00,1024.00,-31.75,8.1250,-64.00,-11,59,189,1,8,0.02,50.20,72.44,0.00,21.45
546430,0.00,35.45,756,0.00,1024.00,-31.75,11.6250,-64.00,-11,59,170,1,8,0.02,50.20,77.46,0.00,14.77
546430,0.00,35.54,766,0.00,1024.00,-31.75,1.1250,-64.00,-11,59,179,1,8,0.02,50.20,77.42,0.00,17.93
546430,0.00,35.70,765,0.00,1024.00,-31.75,12.1250,-64.00,-11,59,190,1,8,0.02,50.20,72.47,0.00,21.80
546430,0.00,35.70,772,0.00,1024.00,-31.75,12.1250,-64.00,-11,59,162,1,8,0.02,50.20,72.45,0.00,11.95
