Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Feedback Knock Correction (1-byte)** (degrees)
14554,0.00,33.51,2009,-3147463154345989000000000000000.00,0.24,-31.50,7.8750,-63.50,-11,47,119,1,9,0.01,50.20,850.04,0.00,-3.16
14566,0.00,31.14,2126,-12436826730468740000000000000.00,0.24,-31.50,7.7500,-63.50,-11,47,178,1,9,0.01,50.20,850.04,0.00,17.58
14566,0.00,29.11,2226,-785443030470763500000000000.00,0.24,-31.50,0.8750,-63.50,-11,47,197,1,9,0.01,50.20,840.14,0.00,24.26
14566,0.00,28.93,2305,-197829413593863320000000000.00,0.24,-31.50,12.4375,-63.50,-11,47,209,1,9,0.01,50.20,835.19,0.00,28.48
14566,0.00,28.70,2379,-199198899873895520000000000.00,0.24,-31.50,1.1875,-63.50,-11,47,220,1,9,0.01,50.20,835.19,0.00,32.34
14566,0.00,28.48,2450,-12834262274258670000000000000.00,0.24,-31.25,7.7500,-63.50,-11,47,17,1,9,0.01,50.20,835.19,0.00,-39.02
14566,0.00,26.63,2547,-51800067685947080000000000000.00,0.24,-31.25,1.2500,-63.50,-11,47,17,1,9,0.01,50.20,835.19,0.00,-39.02
14833,0.00,31.90,1896,-49898896774921665000000000000000.00,0.24,-31.50,4.3750,-63.50,-11,47,105,1,9,0.01,50.20,850.04,0.00,-8.09
14960,0.00,34.41,1799,-192606099359934600000000000000.00,0.24,-31.50,8.8125,-63.50,-11,47,89,1,9,0.01,50.20,845.09,0.00,-13.71
15206,0.00,34.09,1674,-2912003595936542000000000.00,0.24,-31.50,3.4375,-63.50,-11,47,66,1,9,0.01,50.20,845.00,0.00,-21.80
15319,0.00,37.76,1576,-11244157455854240000000.00,0.24,-31.50,5.1875,-63.50,-11,47,28,1,9,0.01,50.20,839.99,0.00,-35.16
15456,0.00,50.34,1472,-695103721624360200000.00,0.24,-31.50,13.3125,-63.50,-11,47,5,1,9,0.01,50.20,839.93,0.00,-43.24
15697,0.00,51.08,1361,-703392870332213000000000.00,0.24,-31.75,10.6875,-63.50,-11,47,204,1,9,0.01,50.20,839.91,0.00,26.72
