Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
31812,0.60,2.32,5019,-1.41,0.81,0.00,1.0000,19.50,126,3,4,4,40,192.69,39.61,11.93,100.00
31984,0.23,2.38,4956,-1.41,0.80,-2.75,1.0000,18.00,126,3,4,4,40,195.10,39.61,11.52,100.00
32031,0.38,2.39,5012,-1.41,0.80,-2.75,1.0000,15.00,126,3,4,4,42,201.13,45.10,11.54,100.00
32031,0.44,2.40,5150,-4.22,0.79,-2.75,1.0000,16.50,126,3,4,4,42,206.76,45.10,12.78,100.00
32187,-2.83,2.45,5202,-4.22,0.79,0.00,1.0000,17.00,126,3,4,4,43,213.84,30.20,12.90,83.14
32234,-17.56,1.13,5327,-5.62,0.96,0.00,1.0000,17.50,126,3,4,4,43,133.17,0.00,9.65,23.53
32250,-7.14,0.46,5176,-3.16,1.11,-2.75,1.0000,37.50,124,3,4,4,43,46.70,0.00,-5.63,15.69
32406,-0.23,0.11,5071,0.00,1.09,0.00,1.0000,45.00,124,3,4,4,43,12.20,0.00,-5.61,10.98
32469,3.58,0.09,5083,0.00,0.95,0.00,1.0000,43.00,124,3,4,4,43,6.72,0.00,-5.69,10.59
32469,4.71,0.13,5047,0.00,0.95,0.00,1.0000,41.50,124,3,4,4,43,9.48,0.00,-5.70,10.59
32609,4.95,0.18,4648,0.00,0.95,0.00,1.0000,37.50,124,3,4,4,43,13.02,0.00,-5.80,10.59
32609,4.71,0.16,4844,0.00,0.95,0.00,1.0000,39.50,124,3,4,4,43,12.76,0.00,-5.72,10.59
32687,5.01,0.20,4497,0.00,0.96,0.00,1.0000,36.00,124,3,4,4,43,14.89,0.00,-5.74,10.59
32843,5.17,0.21,4335,0.00,0.96,0.00,1.0000,34.00,124,3,4,4,43,15.44,0.00,-5.63,10.20
32906,5.40,0.20,4203,0.00,0.96,0.00,1.0000,32.00,124,3,4,4,43,13.62,0.00,-5.51,9.80
32906,5.39,0.20,4127,0.00,0.98,0.00,1.0000,30.50,124,3,4,4,43,14.08,0.00,-5.41,9.80
33062,5.53,0.19,4274,0.00,0.96,0.00,1.0000,28.50,124,3,4,4,43,13.42,0.00,-5.34,9.41
33109,5.69,0.18,4405,0.00,0.96,0.00,1.0000,26.50,124,3,4,4,43,13.55,0.00,-5.32,9.41
33125,5.78,0.20,4230,0.00,0.96,0.00,1.0000,25.00,124,3,4,4,43,14.15,0.00,-5.47,9.41
33281,5.80,0.21,4039,0.00,0.96,0.00,1.0000,24.00,124,3,4,4,43,14.08,0.00,-5.43,9.80
33312,5.62,0.21,4022,0.00,0.96,0.00,1.0000,24.00,126,3,4,4,43,14.35,0.00,-5.38,9.41
33452,5.59,0.19,4056,0.00,0.99,0.00,1.0000,24.00,126,3,4,4,43,13.09,0.00,-5.32,9.02
33515,5.58,0.19,4138,0.00,0.97,0.00,1.0000,24.00,126,3,4,4,43,13.22,0.00,-5.30,9.02
33515,5.69,0.19,3969,0.00,0.96,0.00,1.0000,24.00,126,3,4,4,43,12.82,0.00,-5.36,9.02
33656,5.55,0.20,3914,0.00,0.81,0.00,1.0000,24.00,126,3,4,4,43,12.96,0.00,-5.36,9.02
33719,5.76,0.20,3904,0.00,0.81,0.00,1.0000,24.00,126,3,4,4,43,12.82,0.00,-5.30,9.02
33719,5.87,0.20,3720,0.00,0.81,0.00,1.0000,24.00,126,3,4,4,43,12.50,0.00,-5.32,9.02
33874,5.74,0.20,3684,0.00,0.81,-1.50,1.0000,24.00,126,3,4,4,43,12.18,0.00,-5.32,8.63
33922,5.70,0.20,3359,0.00,0.99,-1.50,1.0000,24.00,127,3,4,4,43,11.56,0.00,-5.32,8.24
33937,5.42,0.21,3172,0.00,0.99,-1.50,1.0000,24.00,127,3,4,4,43,11.38,0.00,-5.32,7.84
34078,5.45,0.20,3064,0.00,0.95,0.00,1.0000,24.00,127,3,4,4,43,10.15,0.00,-5.22,7.45
34140,5.27,0.21,2735,0.00,0.95,0.00,1.0000,24.00,127,3,4,4,43,9.18,0.00,-5.16,7.45
34140,5.35,0.21,2727,0.00,0.95,0.00,1.0000,24.00,127,3,4,4,43,9.43,0.00,-5.53,7.06
34312,5.41,0.21,2542,0.00,0.95,0.00,1.0000,24.00,127,3,4,4,43,8.88,0.00,-5.57,6.67
34359,5.34,0.19,2496,0.00,0.95,-2.75,1.0000,24.00,127,3,4,4,43,8.66,0.00,-5.59,6.67
34359,5.43,0.15,2906,0.00,0.95,0.00,1.0000,24.00,127,3,4,4,43,7.60,0.00,-5.69,6.27
34515,5.78,0.18,2740,0.00,0.95,0.00,1.0000,24.00,127,3,4,4,43,7.59,0.00,-5.61,6.27
34562,5.70,0.19,2573,0.00,0.95,0.00,1.0000,24.00,129,3,4,4,43,8.02,0.00,-5.45,6.67
34718,5.32,0.19,2641,0.00,0.95,0.00,1.0000,24.00,129,3,4,4,43,8.32,0.00,-5.57,6.27
34765,5.48,0.27,2768,0.00,0.95,0.00,1.0000,19.00,129,3,4,4,43,11.50,0.00,-5.65,9.80
34781,4.91,0.55,2696,0.00,0.95,0.00,1.0000,33.50,129,3,4,4,43,17.53,0.00,-5.59,17.25
34921,14.98,1.18,2760,0.00,0.64,0.00,1.0000,31.00,129,3,4,4,43,55.01,64.71,-0.54,100.00
34921,8.37,1.32,2719,0.00,0.65,0.00,1.0000,41.00,129,3,4,4,43,55.17,27.06,-5.61,47.84
35108,13.84,1.18,2738,0.00,0.93,0.00,1.0000,28.50,129,3,4,4,43,53.71,61.18,12.88,100.00
35187,12.91,1.16,2690,0.00,0.93,0.00,1.0000,26.00,129,3,4,4,43,52.55,65.88,13.30,100.00
35187,13.04,1.21,2852,0.00,0.91,0.00,1.0000,27.00,129,3,4,4,43,56.48,68.24,12.63,100.00
35187,0.70,1.23,2878,0.00,0.95,0.00,1.0000,27.50,131,3,4,4,43,58.11,64.71,12.20,49.02
35328,-5.02,0.71,2840,0.00,1.07,0.00,1.0000,29.00,131,3,4,4,43,37.82,0.00,1.06,15.69
35328,-1.47,0.59,2814,0.00,1.19,0.00,1.0000,42.00,131,3,4,4,43,25.19,0.00,-5.57,16.08
35406,0.13,0.99,2849,0.00,1.09,0.00,1.0000,44.50,131,3,4,4,43,38.15,0.00,-5.57,25.88
35546,3.04,1.20,2990,0.00,0.75,0.00,1.0000,36.00,131,3,4,4,43,59.33,18.43,-5.34,32.94
35593,1.27,1.22,2954,0.00,0.85,0.00,1.0000,30.50,131,3,4,4,43,60.03,36.08,-1.01,41.96
35609,9.98,1.34,2997,0.00,0.89,0.00,1.0000,28.50,131,3,4,4,43,67.74,63.92,-0.06,98.43
35765,9.11,1.38,3058,0.00,0.96,0.00,1.0000,27.50,131,3,4,4,43,69.60,55.29,2.57,100.00
35812,8.63,1.37,3092,0.00,0.94,0.00,1.0000,27.50,131,3,4,4,43,72.20,53.73,10.77,100.00
35812,8.14,1.41,3089,0.00,0.93,0.00,1.0000,27.00,131,3,4,4,43,74.01,53.33,10.65,100.00
35937,0.42,1.36,3140,0.00,0.91,0.00,1.0000,27.50,131,3,4,4,43,72.60,50.59,10.46,41.18
36015,-4.24,1.07,3076,0.00,0.91,0.00,1.0000,30.00,131,3,4,4,43,58.85,0.00,3.11,24.31
36171,-5.75,0.86,3132,0.00,1.02,0.00,1.0000,33.00,131,3,4,4,43,46.63,0.00,-1.66,18.82
36219,-0.90,1.25,3090,0.00,0.82,0.00,1.0000,35.50,131,3,4,4,43,64.61,0.00,-5.34,30.98
36219,-0.59,0.97,3109,0.00,1.04,0.00,1.0000,40.00,131,3,4,4,43,44.77,0.00,-5.12,25.49
36359,0.33,1.35,3179,0.00,0.93,0.00,1.0000,32.00,131,3,4,4,43,70.80,49.80,-1.74,41.18
36405,3.61,1.48,3217,0.00,0.90,-1.50,1.0000,27.50,131,3,4,4,43,81.58,50.98,1.18,76.47
36405,2.33,1.53,3273,0.00,0.96,0.00,1.0000,26.00,133,3,4,4,43,83.68,50.59,5.78,85.88
36562,3.96,1.56,3318,0.00,0.96,0.00,1.0000,25.50,133,3,4,4,43,87.63,47.84,5.82,100.00
36609,4.78,1.60,3283,0.00,0.96,0.00,1.0000,24.50,133,3,4,4,43,87.21,49.80,7.87,100.00
36750,5.57,1.67,3376,0.00,0.93,0.00,1.0000,25.50,133,3,4,4,43,94.73,49.02,9.22,100.00
36796,4.30,1.74,3392,0.00,0.91,0.00,1.0000,25.00,133,3,4,4,43,97.15,45.49,9.86,100.00
36812,2.91,1.81,3453,0.00,0.89,0.00,1.0000,24.00,133,3,4,4,43,100.67,44.71,10.09,100.00
36952,1.01,1.82,3576,0.00,0.87,0.00,1.0000,22.50,133,3,4,4,43,108.03,38.82,9.24,100.00
36999,-1.19,1.87,3543,0.00,0.86,0.00,1.0000,22.00,135,3,4,4,43,110.42,28.24,7.93,89.41
36999,-2.58,1.87,3433,0.00,0.84,0.00,1.0000,21.50,135,3,4,4,43,108.01,26.67,6.15,65.49
37140,-4.20,1.89,3590,0.00,0.84,0.00,1.0000,24.00,135,3,4,4,43,112.51,22.35,5.47,66.67
37187,-5.70,1.76,3620,0.00,0.84,0.00,1.0000,24.50,135,3,4,4,43,109.32,11.37,4.18,57.25
37344,-8.12,1.44,3512,0.00,0.90,0.00,1.0000,26.50,135,3,4,4,43,88.41,1.96,4.54,35.69
37390,-10.13,1.02,3646,0.00,0.92,0.00,1.0000,28.00,135,3,4,4,43,69.10,0.00,-0.27,21.18
37390,-6.71,0.48,3607,0.00,1.00,-1.50,1.0000,38.00,135,3,4,4,43,33.35,0.00,-4.95,13.73
37468,-1.81,0.34,3622,0.00,1.13,-1.50,1.0000,45.00,135,3,4,4,43,21.03,0.00,-5.51,12.94
37593,0.64,0.32,3652,0.00,1.19,-1.50,1.0000,44.00,136,3,4,4,43,19.61,0.00,-5.51,12.94
37593,1.89,0.33,3662,0.00,0.99,-1.50,1.0000,41.50,136,3,4,4,43,19.33,0.00,-5.53,12.94
37734,2.60,0.35,3592,0.00,0.99,-1.50,1.0000,39.50,136,3,4,4,43,20.66,0.00,-5.53,13.33
37781,2.56,0.45,3660,0.00,0.99,-1.50,1.0000,46.50,136,3,4,4,43,25.61,0.00,-5.53,16.08
37937,2.49,0.84,3692,0.00,0.89,-1.50,1.0000,46.50,136,3,4,4,43,42.49,0.00,-5.53,25.88
37984,3.76,1.23,3742,0.00,0.73,-1.50,1.0000,38.00,136,3,4,4,43,74.01,29.02,-5.05,38.04
37984,-1.59,0.97,3764,0.00,0.97,-1.50,1.0000,32.00,136,3,4,4,43,66.27,11.76,0.29,23.53
38140,-3.78,0.43,3712,0.00,0.90,-1.50,1.0000,40.00,136,3,4,4,43,32.14,0.00,-1.95,13.73
38187,-0.29,0.38,3696,0.00,0.96,-1.50,1.0000,44.00,136,3,4,4,43,24.58,0.00,-5.55,13.33
38187,2.65,0.37,3722,0.00,0.99,-1.50,1.0000,43.00,136,3,4,4,43,22.64,0.00,-5.55,13.33
38343,3.06,0.35,3772,0.00,0.99,-1.50,1.0000,41.50,136,3,4,4,43,21.84,0.00,-5.55,12.94
38390,3.19,0.35,3654,0.00,0.99,-1.50,1.0000,39.50,136,3,4,4,43,21.35,0.00,-5.55,12.94
38406,3.26,0.34,3686,0.00,0.99,-1.50,1.0000,37.50,136,3,4,4,43,21.11,0.00,-5.55,12.55
38546,3.43,0.33,3688,0.00,0.99,-1.50,1.0000,36.00,136,3,4,4,43,20.22,0.00,-5.55,12.16
38593,3.63,0.32,3645,0.00,0.99,-1.50,1.0000,34.00,136,3,4,4,43,19.42,0.00,-5.55,11.76
38593,3.60,0.30,3656,0.00,0.99,-1.50,1.0000,32.00,138,3,4,4,43,18.44,0.00,-5.57,11.37
38765,3.62,0.29,3660,0.00,0.99,-1.50,1.0000,30.50,138,3,4,4,43,17.85,0.00,-5.57,11.37
38812,3.82,0.29,3687,0.00,0.83,-1.50,1.0000,28.50,138,3,4,4,43,17.48,0.00,-5.57,10.98
38812,3.72,0.28,3463,0.00,0.83,-1.50,1.0000,26.50,138,3,4,4,43,16.68,0.00,-5.57,10.59
38984,3.72,0.26,3516,0.00,0.83,-1.50,1.0000,25.00,138,3,4,4,43,15.23,0.00,-5.55,9.80
39030,3.79,0.24,3521,0.00,0.83,-1.50,1.0000,23.50,138,3,4,4,43,14.75,0.00,-5.51,9.80
39046,3.95,0.25,3424,0.00,0.83,-1.50,1.0000,22.50,138,3,4,4,43,14.54,0.00,-5.53,9.41
39202,4.03,0.23,3229,0.00,0.83,-1.50,1.0000,22.50,138,3,4,4,43,12.12,0.00,-5.49,8.63
39218,4.02,0.24,3310,0.00,0.83,-1.50,1.0000,22.50,138,3,4,4,43,13.29,0.00,-5.55,9.02
39265,4.17,0.21,3158,0.00,0.83,-1.50,1.0000,22.50,138,3,4,4,43,11.19,0.00,-5.45,8.24
39436,4.20,0.22,3120,0.00,0.83,0.00,1.0000,24.00,138,3,4,4,43,11.44,0.00,-5.41,7.84
39531,4.19,0.19,2979,0.00,0.83,0.00,1.0000,24.00,138,3,4,4,43,9.94,0.00,-5.49,7.06
39531,4.26,0.18,2943,0.00,0.83,0.00,1.0000,24.00,138,3,4,4,43,9.23,0.00,-5.55,7.06
39687,4.42,0.17,3115,0.00,0.83,0.00,1.0000,24.00,138,3,4,4,43,8.78,0.00,-5.63,7.06
39718,4.55,0.19,3092,0.00,0.83,0.00,1.0000,24.00,138,3,4,4,43,8.88,0.00,-5.61,10.20
39718,4.54,0.35,2970,0.00,0.83,0.00,1.0000,30.50,138,3,4,4,43,16.41,0.00,-5.49,13.73
39874,2.64,0.65,2950,0.00,0.71,0.00,1.0000,37.50,138,3,4,4,43,29.75,0.00,-5.51,20.78
39936,2.06,0.86,3008,0.00,0.67,0.00,1.0000,39.00,138,3,4,4,43,41.46,0.00,-5.59,24.71
39936,0.97,0.92,3132,0.00,0.67,0.00,1.0000,38.50,138,3,4,4,43,48.44,0.00,-3.93,25.10
40093,-0.72,0.80,3122,0.00,0.80,0.00,1.0000,43.00,138,3,4,4,44,43.26,0.00,-3.33,22.35
40140,-1.72,0.70,3196,0.00,0.84,0.00,1.0000,36.50,138,3,4,4,44,37.94,0.00,-4.08,20.00
40140,-1.02,0.70,3088,0.00,0.85,0.00,1.0000,45.50,138,3,4,4,44,36.20,0.00,-5.47,19.22
40312,-0.69,0.79,3104,0.00,0.82,0.00,1.0000,46.00,138,3,4,4,44,38.94,0.00,-5.47,21.96
40359,0.31,0.82,3012,0.00,0.78,0.00,1.0000,44.50,138,3,4,4,44,42.36,0.00,-5.51,24.71
40359,2.68,1.11,3085,0.00,0.80,0.00,1.0000,41.50,138,3,4,4,45,55.74,36.47,-4.47,34.90
40515,8.64,1.25,3109,0.00,0.90,0.00,1.0000,35.00,138,3,4,4,45,65.44,54.51,-0.31,89.41
40561,12.33,1.23,3235,0.00,0.92,0.00,1.0000,31.00,138,3,4,4,45,67.04,48.24,7.56,100.00
40561,10.46,1.30,3205,0.00,0.94,-1.50,1.0000,30.00,138,3,4,4,45,69.07,44.71,12.76,100.00
40718,8.02,1.33,3188,0.00,0.93,-1.50,1.0000,29.00,138,3,4,4,45,71.60,47.84,11.23,100.00
40780,8.15,1.38,3218,0.00,0.91,-1.50,1.0000,28.50,138,3,4,4,45,74.62,48.63,9.20,100.00
40780,7.68,1.42,3294,0.00,0.90,-1.50,1.0000,27.50,138,3,4,4,45,77.69,46.27,9.75,100.00
40952,7.53,1.47,3569,0.00,0.89,0.00,1.0000,26.00,138,3,4,4,45,86.07,42.75,9.98,100.00
40999,7.55,1.54,3343,0.00,0.88,0.00,1.0000,26.00,138,3,4,4,45,86.04,43.53,10.27,100.00
40999,7.14,1.56,3356,0.00,0.88,0.00,1.0000,25.00,138,3,4,4,45,86.13,44.31,10.75,100.00
41156,6.83,1.67,3455,-1.41,0.87,0.00,1.0000,22.50,140,3,4,4,46,97.15,44.71,12.16,100.00
41156,7.72,1.64,3505,0.00,0.88,0.00,1.0000,23.00,140,3,4,4,46,92.35,45.49,11.12,100.00
41265,6.51,1.72,3468,-1.41,0.86,0.00,1.0000,23.00,140,3,4,4,46,100.89,45.10,11.70,100.00
41405,5.22,1.83,3597,-1.41,0.85,0.00,1.0000,24.50,140,3,4,4,46,106.97,45.10,11.95,100.00
41452,4.17,1.87,3541,-1.41,0.84,0.00,1.0000,23.50,140,3,4,4,46,112.84,43.53,11.89,100.00
41452,3.17,1.96,3609,-1.41,0.84,0.00,1.0000,22.50,140,3,4,4,46,119.15,42.75,11.29,100.00
41608,2.63,2.06,3681,-1.41,0.83,0.00,1.0000,21.00,140,3,4,4,46,125.20,43.14,11.02,100.00
41639,1.03,2.11,3654,-1.41,0.82,0.00,1.0000,19.00,140,3,4,4,46,128.63,40.78,11.08,100.00
41796,0.35,2.12,3795,-1.41,0.81,0.00,1.0000,19.50,140,3,4,4,46,137.11,39.22,10.09,100.00
41859,-0.05,2.23,3947,-1.41,0.81,0.00,1.0000,18.00,140,3,4,4,46,144.71,38.82,10.04,100.00
41859,-2.50,2.30,3955,-1.41,0.80,0.00,1.0000,16.50,140,3,4,4,46,146.99,34.12,10.21,100.00
41874,-2.39,2.22,3946,-1.41,0.79,0.00,1.0000,15.50,140,3,4,4,46,145.36,28.63,9.44,100.00
42061,-2.64,2.17,4024,-1.41,0.80,0.00,1.0000,17.50,142,3,4,4,46,146.99,25.10,9.38,100.00
42061,-4.68,2.04,4125,-1.41,0.81,0.00,1.0000,19.00,142,3,4,4,46,145.36,14.51,9.15,60.78
42187,-6.74,0.31,3920,0.00,1.05,0.00,1.0000,39.00,142,3,4,4,46,24.22,0.00,-5.69,13.33
42187,-16.19,0.75,4076,-1.41,0.89,0.00,1.0000,23.50,142,3,4,4,46,57.52,0.00,6.71,17.25
42280,-1.62,0.22,4038,0.00,1.15,0.00,1.0000,45.50,142,3,4,4,46,15.79,0.00,-5.65,12.55
42421,2.61,0.24,4035,0.00,0.99,0.00,1.0000,44.00,142,3,4,4,46,16.27,0.00,-5.63,12.55
42468,3.20,0.26,3856,0.00,0.99,0.00,1.0000,41.50,142,3,4,4,46,17.34,0.00,-5.65,12.16
42468,3.44,0.25,3752,0.00,0.99,0.00,1.0000,37.00,144,3,4,4,46,15.65,0.00,-5.63,11.37
42639,3.62,0.26,3593,0.00,0.99,-1.50,1.0000,35.00,144,3,4,4,46,15.72,0.00,-5.63,10.59
42718,3.81,0.26,3446,0.00,0.99,-1.50,1.0000,33.00,144,3,4,4,46,15.10,0.00,-5.63,9.80
42718,3.90,0.23,3334,0.00,0.99,-1.50,1.0000,31.00,144,3,4,4,46,13.35,0.00,-5.59,9.41
42890,4.01,0.21,3229,0.00,0.99,-1.50,1.0000,30.50,144,3,4,4,46,11.75,0.00,-5.53,8.24
42937,4.22,0.21,2946,0.00,0.99,0.00,1.0000,29.00,144,3,4,4,46,10.57,0.00,-5.51,7.84
42937,4.82,0.17,3206,0.00,0.83,0.00,1.0000,27.50,144,3,4,4,46,9.48,0.00,-5.45,7.45
43093,5.15,0.17,3302,0.00,0.83,-1.50,1.0000,26.00,144,3,4,4,46,9.12,0.00,-5.51,7.45
43140,5.33,0.19,3118,0.00,0.83,-1.50,1.0000,24.50,144,3,4,4,46,9.69,0.00,-5.51,7.84
43140,5.18,0.20,2962,0.00,0.99,0.00,1.0000,24.00,144,3,4,4,46,10.10,0.00,-5.45,7.84
43202,5.08,0.21,2896,0.00,0.99,0.00,1.0000,24.00,144,3,4,4,46,9.94,0.00,-5.55,7.06
43358,4.89,0.18,3010,0.00,0.99,0.00,1.0000,24.00,144,3,4,4,46,8.97,0.00,-5.67,7.06
43358,4.95,0.19,3103,0.00,0.99,0.00,1.0000,24.00,144,3,4,4,46,9.38,0.00,-5.72,8.24
43499,4.75,0.40,3038,0.00,0.77,0.00,1.0000,30.00,144,3,4,4,46,17.93,0.00,-5.59,15.69
43546,7.46,1.17,3055,0.00,0.57,0.00,1.0000,37.00,144,3,4,4,46,49.20,38.04,-5.57,35.29
43686,6.44,1.19,3132,0.00,0.65,0.00,1.0000,39.00,144,3,4,4,47,62.12,55.69,-0.29,82.75
43733,11.00,1.20,3109,0.00,0.76,0.00,1.0000,34.50,145,3,4,4,47,61.40,46.67,4.29,100.00
43749,9.93,1.21,3077,0.00,0.94,0.00,1.0000,31.50,145,3,4,4,47,62.32,50.59,10.67,100.00
43859,9.75,1.25,3158,0.00,0.93,0.00,1.0000,32.50,145,3,4,4,47,64.61,50.20,10.04,100.00
43859,9.90,1.24,3151,0.00,0.92,0.00,1.0000,32.00,145,3,4,4,47,66.84,46.27,10.21,100.00
43936,10.78,1.31,3288,0.00,0.89,-1.50,1.0000,31.50,145,3,4,4,47,71.64,46.27,10.62,100.00
44093,10.35,1.37,3250,0.00,0.89,-1.50,1.0000,30.50,145,3,4,4,47,74.21,45.10,12.22,100.00
44140,9.61,1.39,3213,0.00,0.90,-1.50,1.0000,30.50,145,3,4,4,47,76.44,44.71,12.12,100.00
44140,9.33,1.49,3284,0.00,0.90,-1.50,1.0000,29.00,144,3,4,4,47,80.56,45.10,11.89,100.00
44296,8.90,1.48,3354,0.00,0.90,0.00,1.0000,29.00,144,3,4,4,47,83.26,45.10,12.01,100.00
44343,7.76,1.55,3443,0.00,0.89,0.00,1.0000,28.00,144,3,4,4,47,86.76,44.31,11.95,100.00
44358,6.16,1.60,3494,0.00,0.88,0.00,1.0000,27.00,144,3,4,4,47,92.82,42.75,11.37,100.00
44499,-7.47,1.28,3640,0.00,0.89,0.00,1.0000,27.00,144,3,4,4,47,81.58,0.00,6.83,28.63
44499,-3.29,1.53,3568,0.00,0.86,0.00,1.0000,27.00,144,3,4,4,47,91.63,38.82,10.15,48.24
44577,-7.59,0.79,3522,0.00,0.97,0.00,1.0000,31.00,144,3,4,4,47,55.61,0.00,-2.82,18.82
44734,-3.89,0.52,3400,0.00,1.09,-1.50,1.0000,39.50,144,3,4,4,47,32.22,0.00,-5.63,14.51
44827,-1.25,0.50,3539,0.00,1.15,-1.50,1.0000,45.50,144,3,4,4,47,27.92,0.00,-5.55,16.86
44827,-0.07,0.81,3650,0.00,1.07,-1.50,1.0000,45.50,144,3,4,4,47,47.28,0.00,-5.55,22.35
44999,-0.28,0.93,3529,0.00,0.86,-1.50,1.0000,43.00,144,3,4,4,47,54.68,0.00,-5.63,23.14
45030,-1.79,0.91,3588,0.00,0.98,-1.50,1.0000,40.50,144,3,4,4,47,54.57,0.00,-5.01,24.71
45046,1.11,1.26,3689,0.00,0.84,-1.50,1.0000,38.00,145,3,4,4,47,74.50,22.35,-5.05,38.82
45218,11.39,1.46,3675,0.00,0.81,-1.50,1.0000,31.00,145,3,4,4,47,91.63,48.63,-0.27,98.43
45249,8.73,1.59,3758,0.00,0.97,-1.50,1.0000,26.50,145,3,4,4,48,99.07,45.10,13.32,100.00
45249,7.56,1.62,3836,-1.41,0.95,0.00,1.0000,24.00,145,3,4,4,48,102.85,44.31,11.95,100.00
45421,6.63,1.74,3843,-1.41,0.93,0.00,1.0000,26.50,145,3,4,4,48,109.04,43.92,11.52,100.00
45452,5.83,1.87,3908,-1.41,0.90,0.00,1.0000,25.50,145,3,4,4,48,118.87,44.31,11.43,100.00
45468,2.48,1.91,4031,-1.41,0.86,0.00,1.0000,24.00,145,3,4,4,48,128.37,42.75,11.47,100.00
45624,1.11,2.00,4084,-1.41,0.81,0.00,1.0000,21.50,144,3,4,4,48,133.48,40.00,11.00,100.00
45670,-0.04,2.07,4186,-1.41,0.79,0.00,1.0000,21.50,144,3,4,4,48,143.73,38.04,9.67,100.00
45670,-0.98,2.19,4311,-1.41,0.81,0.00,1.0000,20.50,144,3,4,4,48,156.93,35.69,9.55,100.00
45858,-2.30,2.18,4326,-1.41,0.79,0.00,1.0000,20.50,144,3,4,4,48,156.23,29.02,9.44,100.00
45890,-3.80,2.10,4412,-1.41,0.80,0.00,1.0000,20.50,144,3,4,4,48,157.93,21.18,8.89,100.00
45890,-5.56,2.00,4506,-1.41,0.80,0.00,1.0000,21.00,144,3,4,4,48,152.54,14.90,7.99,63.53
46062,-13.29,1.15,4577,-1.41,1.06,0.00,1.0000,23.00,144,3,4,4,48,94.49,5.49,6.21,26.27
46109,-6.48,0.81,4383,-1.41,1.09,0.00,1.0000,33.50,142,3,4,4,48,58.85,0.00,1.02,22.75
46109,-2.39,1.01,4403,-1.41,0.95,0.00,1.0000,38.50,142,3,4,4,48,69.07,0.00,-5.88,29.41
46265,0.21,1.38,4596,-1.05,0.83,0.00,1.0000,36.50,142,3,4,4,48,102.31,23.53,-4.14,37.65
46358,-2.69,1.48,4647,-1.05,0.87,0.00,1.0000,33.00,140,3,4,4,48,111.63,15.69,-0.25,36.47
46358,-3.63,1.47,4571,-1.05,0.89,0.00,1.0000,30.50,140,3,4,4,48,111.89,11.76,-0.58,34.90
46515,-4.40,1.42,4446,-1.05,0.88,0.00,1.0000,29.00,140,3,4,4,48,108.26,7.06,-1.16,34.51
46562,-7.37,0.96,4588,-1.05,1.03,0.00,1.0000,32.50,140,3,4,4,48,80.11,3.14,-1.60,24.31
46562,-3.54,0.46,4522,-1.05,1.20,0.00,1.0000,37.50,138,3,4,4,48,41.35,0.00,-2.34,14.90
46718,0.96,0.33,4482,0.00,1.24,0.00,1.0000,47.00,138,3,4,4,48,25.04,0.00,-5.94,13.73
46764,2.69,0.28,4529,0.00,0.97,0.00,1.0000,45.50,138,3,4,4,48,21.48,0.00,-5.90,13.33
46764,3.52,0.29,4523,0.00,0.97,0.00,1.0000,44.00,138,3,4,4,48,20.83,0.00,-5.90,13.33
46936,3.93,0.45,4475,0.00,0.98,0.00,1.0000,48.00,138,3,4,4,48,30.16,0.00,-5.88,19.22
46984,5.29,1.37,4554,0.00,0.99,0.00,1.0000,47.00,136,3,4,4,48,100.52,0.00,-5.84,88.24
46999,11.01,1.43,4728,0.00,0.91,0.00,1.0000,37.00,136,3,4,4,48,109.04,52.16,-3.87,100.00
47139,1.84,1.56,4675,0.00,0.90,0.00,1.0000,32.50,136,3,5,4,48,121.68,32.94,14.02,83.14
47202,-7.42,1.28,4812,-1.41,0.89,0.00,1.0000,33.50,136,3,5,4,48,118.87,0.00,4.00,30.20
47202,-5.40,0.85,4744,-1.41,0.90,0.00,1.0000,36.50,136,3,5,4,48,71.80,0.00,-4.56,21.57
47374,-2.52,0.45,4500,-1.41,1.27,0.00,1.0000,41.50,136,3,5,4,48,39.95,0.00,-6.05,14.51
47421,0.84,0.32,4496,0.00,1.23,0.00,1.0000,47.00,136,3,5,4,48,24.01,0.00,-5.94,13.73
47421,2.60,0.32,4650,0.00,1.18,0.00,1.0000,49.50,135,3,5,4,48,22.72,0.00,-5.80,15.29
47577,3.10,0.44,4650,0.00,0.97,0.00,1.0000,41.50,135,3,5,4,48,32.84,0.00,-5.86,17.65
47640,2.45,0.63,4631,0.00,0.97,0.00,1.0000,42.50,135,3,5,4,48,46.05,0.00,-5.90,21.96
47640,4.00,1.02,4669,0.00,0.85,0.00,1.0000,47.50,135,3,5,4,48,70.60,16.08,-5.92,33.73
47765,4.68,1.30,4673,0.00,0.78,0.00,1.0000,33.50,135,3,5,4,48,102.05,30.98,-2.75,50.59
47890,1.66,1.42,4744,0.00,0.95,0.00,1.0000,32.00,135,3,5,4,48,109.04,29.02,2.53,45.49
