Time (msec),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),IAM (multiplier),Mass Airflow (g/s),Final Fueling Base (2-byte)* (lambda),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Boost Error* (psi)
17225,2039,0.20,24.00,41,5,4,4,7,0.00,0.00,1.0000,6.94,0.83,0.00,-5.53,5.10,5.34
17225,2018,0.21,24.00,41,5,4,4,7,0.00,0.00,1.0000,6.94,0.83,0.00,-5.53,5.10,5.33
17387,1985,0.21,24.00,41,5,4,4,7,0.00,0.00,1.0000,7.02,0.83,0.00,-5.51,5.10,5.32
17466,1984,0.22,24.00,41,5,4,4,7,0.00,0.00,1.0000,7.09,0.83,0.00,-5.53,5.10,5.30
17509,1938,0.21,24.00,41,5,4,4,7,0.00,0.00,1.0000,6.79,0.83,0.00,-5.55,5.10,5.25
17625,1934,0.21,24.00,41,5,4,4,7,0.00,0.00,1.0000,6.75,0.83,0.00,-5.57,4.71,5.25
17687,1900,0.21,24.00,43,5,4,4,7,0.00,0.00,1.0000,6.60,0.83,0.00,-5.57,4.71,5.24
17773,1872,0.21,24.00,43,5,4,4,7,0.00,0.00,1.0000,6.57,0.83,0.00,-5.61,4.71,5.19
17868,1857,0.21,24.00,43,5,4,4,7,0.00,0.00,1.0000,6.53,0.83,0.00,-5.63,4.71,5.16
17950,1826,0.22,24.00,43,5,4,4,7,0.00,0.00,1.0000,6.57,0.83,0.00,-5.65,4.71,5.14
18025,1803,0.21,24.00,43,5,4,4,7,0.00,0.00,1.0000,6.38,0.83,0.00,-5.67,4.31,5.15
